,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam,Sequence
6298,Computer Science,27,Larivee,2019,395,12,5,2,3,0.4,40,1,1,0,1,1,1,Exercise-Lecture-Video-QCM-Examen
6299,Computer Science,27,Larivee,2019,396,32,18,7,11,0.39,39,5,2,0,5,5,1,Lecture-Video-QCM-Lecture-Exercise-Exercise-Exercise-Video-Lecture-Video-Video-Exercise-Exercise-Lecture-Video-Lecture-QCM-Examen
6300,Computer Science,27,Larivee,2019,397,37,16,16,0,1.0,100,11,3,2,0,0,0,Video-Video-QCM-Video-Video-Video-Video-Video-Test-Video-Video-Video-Video-QCM-QCM-Test
6301,Computer Science,27,Larivee,2019,398,9,9,9,0,1.0,100,4,4,1,0,0,0,Video-QCM-QCM-Video-Video-Video-QCM-QCM-Test
6302,Computer Science,27,Larivee,2019,399,23,20,20,0,1.0,100,15,4,1,0,0,0,Video-Video-Video-QCM-Video-QCM-Video-Video-Video-Video-Video-QCM-Video-Video-Video-Video-Video-QCM-Video-Test
6303,Computer Science,27,Larivee,2019,400,8,3,2,1,0.67,67,1,1,0,1,0,0,Lecture-QCM-Video
6304,Computer Science,27,Larivee,2019,401,6,6,1,5,0.17,17,1,0,0,2,2,1,Exercise-Lecture-Video-Lecture-Exercise-Examen
6305,Computer Science,27,Larivee,2019,402,15,8,8,0,1.0,100,4,4,0,0,0,0,Video-Video-QCM-QCM-QCM-QCM-Video-Video
6306,Computer Science,27,Larivee,2019,403,34,26,2,24,0.08,8,2,0,0,15,8,1,Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Examen
6307,Computer Science,27,Larivee,2019,404,25,10,3,7,0.3,30,3,0,0,3,3,1,Lecture-Exercise-Exercise-Video-Lecture-Video-Exercise-Lecture-Video-Examen
6308,Computer Science,27,Larivee,2019,405,5,5,2,3,0.4,40,1,1,0,0,2,1,QCM-Video-Exercise-Exercise-Examen
6309,Computer Science,27,Larivee,2019,406,18,16,4,12,0.25,25,4,0,0,7,4,1,Exercise-Lecture-Video-Exercise-Video-Lecture-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Examen
6310,Computer Science,27,Larivee,2019,407,16,4,1,3,0.25,25,0,1,0,1,1,1,Exercise-QCM-Lecture-Examen
6311,Computer Science,28,Trenchard,2019,408,10,7,5,2,0.71,71,3,1,1,1,1,0,QCM-Video-Video-Lecture-Video-Exercise-Test
6312,Computer Science,28,Trenchard,2019,409,15,15,13,2,0.87,87,8,5,0,1,0,1,QCM-Video-Video-Video-QCM-QCM-Video-Video-Lecture-Video-Video-QCM-QCM-Video-Examen
6313,Computer Science,28,Trenchard,2019,410,29,28,9,19,0.32,32,4,4,1,12,5,2,Video-Exercise-QCM-Lecture-QCM-Lecture-Exercise-Lecture-Lecture-Examen-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Video-Exercise-Examen-Lecture-Exercise-QCM-QCM-Video-Lecture-Lecture-Lecture-Test
6314,Computer Science,28,Trenchard,2019,411,14,6,3,3,0.5,50,2,1,0,2,1,0,Lecture-Video-QCM-Exercise-Lecture-Video
6315,Computer Science,28,Trenchard,2019,412,5,5,3,2,0.6,60,1,2,0,1,0,1,Lecture-Video-QCM-QCM-Examen
6316,Computer Science,28,Trenchard,2019,413,6,2,1,1,0.5,50,1,0,0,1,0,0,Lecture-Video
6317,Computer Science,28,Trenchard,2019,414,5,3,2,1,0.67,67,1,1,0,0,1,0,Video-QCM-Exercise
6318,Computer Science,28,Trenchard,2019,415,10,10,1,9,0.1,10,0,1,0,6,3,0,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Exercise-Exercise-Exercise
6319,Computer Science,28,Trenchard,2019,416,58,33,4,29,0.12,12,3,1,0,19,8,2,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Lecture-Exercise-Video-Lecture-Examen-Lecture-Video-Exercise-Exercise-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-QCM-Examen
6320,Computer Science,28,Trenchard,2019,417,11,6,5,1,0.83,83,2,3,0,1,0,0,Video-QCM-QCM-QCM-Video-Lecture
6321,Computer Science,28,Trenchard,2019,418,12,11,3,8,0.27,27,2,1,0,5,2,1,QCM-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Exercise-Video-Examen
6322,Computer Science,28,Trenchard,2019,419,26,23,13,10,0.57,57,8,4,1,7,3,0,Video-Exercise-Video-Video-Video-Video-QCM-Lecture-Lecture-Lecture-QCM-QCM-Lecture-Video-Lecture-Lecture-Exercise-Video-Lecture-Exercise-QCM-Video-Test
6323,Computer Science,29,Bombard,2019,420,27,9,8,1,0.89,89,2,5,1,1,0,0,Lecture-Video-QCM-Video-QCM-QCM-QCM-QCM-Test
6324,Computer Science,29,Bombard,2019,421,36,26,21,5,0.81,81,10,10,1,5,0,0,QCM-QCM-Video-QCM-Video-QCM-Lecture-Lecture-QCM-Video-Lecture-Video-Video-QCM-QCM-Video-QCM-Video-Lecture-Lecture-Video-Video-QCM-QCM-Video-Test
6325,Computer Science,29,Bombard,2019,422,38,21,9,12,0.43,43,4,4,1,8,3,1,Exercise-Lecture-Lecture-Lecture-QCM-Lecture-QCM-QCM-Video-Lecture-Test-Lecture-Video-QCM-Exercise-Lecture-Lecture-Exercise-Video-Video-Examen
6326,Computer Science,29,Bombard,2019,423,6,3,1,2,0.33,33,0,1,0,2,0,0,Lecture-QCM-Lecture
6327,Computer Science,29,Bombard,2019,424,7,4,2,2,0.5,50,2,0,0,1,1,0,Video-Lecture-Exercise-Video
6328,Computer Science,29,Bombard,2019,425,31,29,4,25,0.14,14,2,2,0,17,7,1,Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Exercise-Exercise-Exercise-Examen
6329,Computer Science,29,Bombard,2019,426,38,17,5,12,0.29,29,2,3,0,9,3,0,Lecture-QCM-Exercise-Lecture-Lecture-QCM-Lecture-Video-Video-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise
6330,Computer Science,29,Bombard,2019,427,15,5,1,4,0.2,20,0,1,0,2,1,1,QCM-Lecture-Lecture-Exercise-Examen
6331,Computer Science,29,Bombard,2019,428,49,45,1,44,0.02,2,0,1,0,28,13,3,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Examen-Exercise-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Examen-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-Exercise-Examen
6332,Computer Science,29,Bombard,2019,429,15,10,2,8,0.2,20,1,1,0,5,3,0,Lecture-Lecture-Video-Exercise-Lecture-Exercise-QCM-Lecture-Exercise-Lecture
6333,Computer Science,29,Bombard,2019,430,15,9,3,6,0.33,33,1,2,0,5,0,1,QCM-Lecture-Lecture-Video-Lecture-Lecture-QCM-Lecture-Examen
6334,Computer Science,29,Bombard,2019,431,10,10,7,3,0.7,70,6,1,0,1,1,1,Video-Video-Exercise-Video-Video-Video-Video-Lecture-QCM-Examen
6335,Computer Science,29,Bombard,2019,432,18,9,5,4,0.56,56,2,3,0,3,0,1,Video-QCM-Lecture-Lecture-Video-Lecture-QCM-QCM-Examen
6336,Computer Science,29,Bombard,2019,433,52,17,4,13,0.24,24,3,1,0,9,3,1,QCM-Lecture-Lecture-Lecture-Exercise-Video-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Video-Lecture-Examen
6337,Computer Science,29,Bombard,2019,434,36,29,17,12,0.59,59,12,5,0,6,5,1,Exercise-Lecture-Lecture-Video-Video-Video-Exercise-QCM-Exercise-Video-Video-Video-Lecture-QCM-QCM-Video-Exercise-Video-QCM-Exercise-QCM-Video-Video-Lecture-Lecture-Lecture-Video-Video-Examen
6338,Computer Science,30,Rondeau,2019,435,31,26,11,15,0.42,42,6,4,1,10,4,1,QCM-Video-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Video-Lecture-QCM-Lecture-Test-Video-Exercise-Lecture-QCM-Video-Exercise-Exercise-Lecture-QCM-Exercise-Lecture-Video-Examen
6339,Computer Science,30,Rondeau,2019,436,14,5,1,4,0.2,20,1,0,0,1,2,1,Exercise-Video-Lecture-Exercise-Examen
6340,Computer Science,30,Rondeau,2019,437,10,8,3,5,0.38,38,2,1,0,3,1,1,Lecture-Lecture-Video-QCM-Video-Exercise-Lecture-Examen
6341,Computer Science,30,Rondeau,2019,438,34,18,5,13,0.28,28,1,3,1,9,3,1,Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Exercise-Examen-Video-Lecture-QCM-Lecture-Lecture-QCM-Lecture-Exercise-Test
6342,Computer Science,30,Rondeau,2019,439,8,8,6,2,0.75,75,2,3,1,1,0,1,QCM-Lecture-QCM-Video-Examen-Video-QCM-Test
6343,Computer Science,30,Rondeau,2019,440,33,23,12,11,0.52,52,6,6,0,9,2,0,Exercise-Video-Lecture-Lecture-Video-QCM-Video-QCM-Video-Lecture-Lecture-Video-QCM-Lecture-QCM-Video-QCM-Lecture-Lecture-Lecture-Lecture-QCM-Exercise
6344,Computer Science,30,Rondeau,2019,441,14,7,1,6,0.14,14,1,0,0,4,1,1,Lecture-Lecture-Lecture-Lecture-Exercise-Video-Examen
6345,Computer Science,30,Rondeau,2019,442,18,12,4,8,0.33,33,1,2,1,6,1,1,Lecture-QCM-Exercise-Video-Lecture-Lecture-Examen-Lecture-Lecture-QCM-Lecture-Test
6346,Computer Science,30,Rondeau,2019,443,26,15,9,6,0.6,60,4,4,1,4,1,1,QCM-Lecture-Video-QCM-Video-QCM-Lecture-Examen-Lecture-Exercise-QCM-Video-Lecture-Video-Test
6347,Computer Science,30,Rondeau,2019,444,28,16,7,9,0.44,44,4,3,0,7,1,1,Lecture-Lecture-Exercise-QCM-QCM-Lecture-Video-Video-Lecture-Lecture-Video-Lecture-QCM-Video-Lecture-Examen
6348,Computer Science,30,Rondeau,2019,445,9,3,1,2,0.33,33,1,0,0,1,1,0,Lecture-Video-Exercise
6349,Computer Science,30,Rondeau,2019,446,32,20,17,3,0.85,85,10,6,1,2,1,0,QCM-Video-QCM-Video-Video-Video-Video-Video-Lecture-Video-Lecture-Video-QCM-Video-QCM-Exercise-Video-QCM-QCM-Test
6350,Computer Science,30,Rondeau,2019,447,32,31,23,8,0.74,74,15,6,2,5,2,1,Lecture-Video-Exercise-QCM-Video-Video-QCM-Video-QCM-Video-Test-Video-Video-Video-Video-Video-Lecture-Video-QCM-Lecture-Examen-QCM-Lecture-Lecture-Video-QCM-Video-Video-Video-Exercise-Test
6351,Computer Science,30,Rondeau,2019,448,39,28,4,24,0.14,14,2,2,0,16,6,2,Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Exercise-Examen-Lecture-QCM-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Examen
6352,Computer Science,30,Rondeau,2019,449,25,17,17,0,1.0,100,12,3,2,0,0,0,QCM-QCM-Video-Video-Video-Video-Video-Video-Test-Video-Video-Video-Video-Video-QCM-Video-Test
6353,Computer Science,30,Rondeau,2019,450,16,16,2,14,0.12,12,2,0,0,9,4,1,Lecture-Lecture-Lecture-Exercise-Exercise-Video-Video-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Examen
6354,Languages,31,Beni,2019,451,59,36,20,16,0.56,56,10,9,1,13,2,1,Video-Lecture-Lecture-Video-QCM-Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Video-QCM-QCM-QCM-Video-Exercise-Video-Examen-Lecture-Lecture-Video-Video-Video-Video-Video-Lecture-QCM-QCM-Lecture-QCM-Lecture-QCM-Lecture-Lecture-Test
6355,Languages,31,Beni,2019,452,41,19,8,11,0.42,42,5,3,0,7,3,1,Video-Lecture-QCM-Lecture-Lecture-QCM-Exercise-Video-Lecture-Lecture-Exercise-Video-QCM-Lecture-Lecture-Exercise-Video-Video-Examen
6356,Languages,31,Beni,2019,453,23,15,10,5,0.67,67,6,4,0,4,0,1,Lecture-Video-QCM-Lecture-Video-Lecture-Video-QCM-Video-Video-Lecture-QCM-Video-QCM-Examen
6357,Languages,31,Beni,2019,454,25,19,8,11,0.42,42,3,4,1,8,2,1,Lecture-Video-Lecture-Exercise-QCM-Lecture-Video-Lecture-Exercise-Test-QCM-QCM-Lecture-Video-Lecture-Lecture-QCM-Lecture-Examen
6358,Languages,31,Beni,2019,455,24,20,16,4,0.8,80,7,7,2,4,0,0,Video-QCM-Video-Video-Video-QCM-QCM-Lecture-QCM-QCM-Test-Video-Lecture-Video-QCM-Lecture-QCM-Lecture-Video-Test
6359,Languages,31,Beni,2019,456,24,17,3,14,0.18,18,1,2,0,9,4,1,Lecture-QCM-Exercise-QCM-Lecture-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Examen
6360,Languages,32,Delahoussaye,2019,457,12,10,4,6,0.4,40,2,1,1,5,1,0,Exercise-Lecture-Lecture-QCM-Video-Video-Lecture-Lecture-Lecture-Test
6361,Languages,32,Delahoussaye,2019,458,20,8,6,2,0.75,75,4,2,0,1,1,0,Video-Exercise-Video-Video-Lecture-QCM-Video-QCM
6362,Languages,32,Delahoussaye,2019,459,25,14,8,6,0.57,57,2,4,2,6,0,0,QCM-Lecture-QCM-Lecture-Video-Lecture-Test-Lecture-Video-Lecture-QCM-Lecture-QCM-Test
6363,Languages,32,Delahoussaye,2019,460,14,10,7,3,0.7,70,4,3,0,2,0,1,QCM-Video-Video-Lecture-Lecture-QCM-QCM-Video-Video-Examen
6364,Languages,32,Delahoussaye,2019,461,11,9,1,8,0.11,11,1,0,0,6,1,1,Video-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Examen
6365,Languages,32,Delahoussaye,2019,462,9,8,3,5,0.38,38,3,0,0,2,2,1,Exercise-Video-Video-Lecture-Lecture-Video-Exercise-Examen
6366,Languages,32,Delahoussaye,2019,463,5,4,2,2,0.5,50,0,2,0,1,0,1,QCM-Lecture-QCM-Examen
6367,Languages,32,Delahoussaye,2019,464,39,24,18,6,0.75,75,9,8,1,4,1,1,QCM-QCM-Lecture-Video-Video-Video-Video-Video-Exercise-Lecture-QCM-QCM-Test-Video-Lecture-Video-QCM-Video-QCM-Video-QCM-Lecture-QCM-Examen
6368,Languages,32,Delahoussaye,2019,465,14,11,4,7,0.36,36,2,1,1,4,2,1,Lecture-Video-Video-Lecture-Exercise-Test-Lecture-QCM-Lecture-Exercise-Examen
6369,Languages,32,Delahoussaye,2019,466,15,4,3,1,0.75,75,2,1,0,1,0,0,Video-Lecture-Video-QCM
6370,Languages,32,Delahoussaye,2019,467,5,3,2,1,0.67,67,1,1,0,1,0,0,QCM-Video-Lecture
6371,Languages,32,Delahoussaye,2019,468,23,23,16,7,0.7,70,14,1,1,1,5,1,Video-Video-Exercise-Video-Video-Video-Exercise-Video-Video-QCM-Video-Test-Video-Exercise-Video-Video-Exercise-Video-Exercise-Video-Lecture-Video-Examen
6372,Languages,33,Levant,2019,469,20,6,6,0,1.0,100,5,1,0,0,0,0,Video-Video-QCM-Video-Video-Video
6373,Languages,33,Levant,2019,470,40,32,9,23,0.28,28,6,3,0,16,5,2,Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Video-Lecture-Exercise-Video-Lecture-QCM-Video-Video-Exercise-Examen-Video-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Video-Examen
6374,Languages,33,Levant,2019,471,23,20,7,13,0.35,35,2,4,1,11,1,1,Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Video-Lecture-Lecture-Test-QCM-Video-Exercise-QCM-Lecture-Lecture-Lecture-QCM-Examen
6375,Languages,33,Levant,2019,472,33,26,25,1,0.96,96,15,9,1,1,0,0,QCM-Video-QCM-Video-Video-Video-Video-Video-Video-Video-Video-Video-QCM-QCM-Lecture-QCM-QCM-Video-Video-QCM-QCM-Video-Video-QCM-Video-Test
6376,Languages,33,Levant,2019,473,24,19,5,14,0.26,26,4,1,0,8,6,0,Lecture-Exercise-Exercise-Video-Exercise-Lecture-QCM-Video-Lecture-Exercise-Lecture-Video-Lecture-Exercise-Lecture-Video-Exercise-Lecture-Lecture
6377,Languages,33,Levant,2019,474,19,12,11,1,0.92,92,6,3,2,1,0,0,QCM-Video-Lecture-Video-QCM-Video-Test-Video-Video-QCM-Video-Test
6378,Languages,33,Levant,2019,475,13,7,2,5,0.29,29,1,1,0,4,1,0,Video-QCM-Lecture-Lecture-Exercise-Lecture-Lecture
6379,Languages,33,Levant,2019,476,40,19,10,9,0.53,53,5,3,2,7,2,0,Video-Video-Video-Video-Lecture-Lecture-Lecture-QCM-Exercise-Test-Lecture-Lecture-Lecture-QCM-QCM-Video-Exercise-Lecture-Test
6380,Languages,33,Levant,2019,477,56,42,12,30,0.29,29,9,3,0,18,10,2,Exercise-Video-Exercise-Exercise-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Video-Exercise-Lecture-Video-Video-QCM-Lecture-QCM-Lecture-Lecture-Examen-Lecture-Exercise-Lecture-Video-Exercise-Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Video-Video-Lecture-Video-Exercise-Lecture-QCM-Lecture-Lecture-Examen
6381,Languages,33,Levant,2019,478,6,4,2,2,0.5,50,1,1,0,0,1,1,Exercise-QCM-Video-Examen
6382,Languages,33,Levant,2019,479,13,9,9,0,1.0,100,5,2,2,0,0,0,Video-Video-Video-Video-Test-QCM-QCM-Video-Test
6383,Languages,33,Levant,2019,480,51,26,16,10,0.62,62,7,7,2,8,1,1,Lecture-Lecture-QCM-QCM-QCM-Video-Video-QCM-Examen-Video-Video-Lecture-Lecture-Lecture-Video-Exercise-QCM-Test-QCM-Video-Lecture-Lecture-Video-QCM-Lecture-Test
6384,Languages,33,Levant,2019,481,25,10,1,9,0.1,10,0,1,0,6,3,0,Exercise-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture
6385,Languages,33,Levant,2019,482,33,29,21,8,0.72,72,13,7,1,6,2,0,Video-QCM-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-QCM-QCM-Lecture-Exercise-Video-QCM-Video-Video-Video-QCM-Video-Video-Video-Video-Video-Lecture-QCM-Video-Video-Video-Test
6386,Languages,34,Tremont,2019,483,20,12,4,8,0.33,33,3,1,0,6,1,1,Lecture-Video-QCM-Lecture-Video-Lecture-Lecture-Exercise-Video-Lecture-Lecture-Examen
6387,Languages,34,Tremont,2019,484,12,8,6,2,0.75,75,3,2,1,1,1,0,Video-Lecture-Video-Video-Exercise-QCM-QCM-Test
6388,Languages,34,Tremont,2019,485,28,9,2,7,0.22,22,2,0,0,4,3,0,Lecture-Video-Lecture-Lecture-Exercise-Video-Lecture-Exercise-Exercise
6389,Languages,34,Tremont,2019,486,28,15,7,8,0.47,47,4,3,0,5,2,1,Lecture-Exercise-QCM-Lecture-Video-Lecture-Video-Video-QCM-Lecture-Video-Exercise-Lecture-QCM-Examen
6390,Languages,34,Tremont,2019,487,43,11,11,0,1.0,100,7,4,0,0,0,0,Video-Video-QCM-Video-Video-Video-QCM-Video-QCM-Video-QCM
6391,Languages,34,Tremont,2019,488,10,9,3,6,0.33,33,2,1,0,5,0,1,Lecture-Video-Lecture-QCM-Video-Lecture-Lecture-Lecture-Examen
6392,Languages,34,Tremont,2019,489,13,12,7,5,0.58,58,3,4,0,4,0,1,Video-QCM-QCM-QCM-Lecture-Lecture-QCM-Lecture-Video-Lecture-Video-Examen
6393,Languages,34,Tremont,2019,490,12,9,2,7,0.22,22,1,1,0,4,3,0,Lecture-Exercise-Exercise-Video-Lecture-Exercise-Lecture-QCM-Lecture
6394,Languages,34,Tremont,2019,491,10,5,3,2,0.6,60,1,2,0,1,0,1,Lecture-Video-QCM-QCM-Examen
6395,Languages,34,Tremont,2019,492,6,2,2,0,1.0,100,1,1,0,0,0,0,Video-QCM
6396,Languages,34,Tremont,2019,493,15,7,2,5,0.29,29,1,1,0,4,0,1,Lecture-Lecture-QCM-Lecture-Lecture-Video-Examen
6397,Languages,35,Bonin,2019,494,16,5,4,1,0.8,80,2,1,1,1,0,0,Lecture-QCM-Video-Video-Test
6398,Languages,35,Bonin,2019,495,39,22,10,12,0.45,45,5,5,0,9,2,1,Lecture-Lecture-QCM-Exercise-QCM-Video-Video-Lecture-Lecture-QCM-Video-Video-Lecture-QCM-Lecture-Lecture-QCM-Video-Exercise-Lecture-Lecture-Examen
6399,Languages,35,Bonin,2019,496,24,18,6,12,0.33,33,1,4,1,10,1,1,Lecture-Lecture-Lecture-Lecture-QCM-Lecture-QCM-QCM-Test-QCM-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Examen
6400,Languages,35,Bonin,2019,497,34,15,4,11,0.27,27,4,0,0,7,3,1,Exercise-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Video-Video-Video-Lecture-Examen
6401,Languages,35,Bonin,2019,498,9,8,4,4,0.5,50,4,0,0,2,1,1,Video-Video-Exercise-Video-Lecture-Lecture-Video-Examen
6402,Languages,35,Bonin,2019,499,7,4,1,3,0.25,25,0,1,0,2,1,0,QCM-Exercise-Lecture-Lecture
6403,Languages,35,Bonin,2019,500,13,10,9,1,0.9,90,4,4,1,1,0,0,Video-QCM-QCM-QCM-Lecture-Video-QCM-Video-Video-Test
6404,Languages,35,Bonin,2019,501,21,19,9,10,0.47,47,5,4,0,6,3,1,Exercise-Video-Video-Video-QCM-Lecture-QCM-Lecture-Exercise-QCM-QCM-Video-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Examen
6405,Languages,35,Bonin,2019,502,8,7,6,1,0.86,86,3,2,1,1,0,0,QCM-Lecture-Video-QCM-Video-Video-Test
6406,Languages,35,Bonin,2019,503,7,7,4,3,0.57,57,3,1,0,2,1,0,Video-Lecture-Lecture-Exercise-QCM-Video-Video
6407,Languages,35,Bonin,2019,504,10,7,1,6,0.14,14,1,0,0,4,2,0,Lecture-Lecture-Exercise-Video-Lecture-Lecture-Exercise
6408,Mathematics,36,Cambre,2019,505,13,7,7,0,1.0,100,4,2,1,0,0,0,Video-Video-QCM-Video-Video-QCM-Test
6409,Mathematics,36,Cambre,2019,506,16,9,8,1,0.89,89,4,4,0,0,0,1,Video-QCM-Video-Video-QCM-QCM-QCM-Video-Examen
6410,Mathematics,36,Cambre,2019,507,37,27,6,21,0.22,22,3,2,1,16,4,1,Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Video-Exercise-Test-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Exercise-QCM-Examen
6411,Mathematics,36,Cambre,2019,508,15,7,4,3,0.57,57,2,1,1,1,2,0,QCM-Video-Exercise-Lecture-Video-Exercise-Test
6412,Mathematics,36,Cambre,2019,509,26,16,13,3,0.81,81,6,6,1,2,0,1,Video-Video-QCM-Video-QCM-Video-QCM-Video-Examen-QCM-Lecture-Lecture-Video-QCM-QCM-Test
6413,Mathematics,36,Cambre,2019,510,7,6,5,1,0.83,83,2,2,1,0,0,1,Video-QCM-Test-Video-QCM-Examen
6414,Mathematics,36,Cambre,2019,511,9,3,1,2,0.33,33,1,0,0,1,1,0,Exercise-Video-Lecture
6415,Mathematics,36,Cambre,2019,512,7,5,3,2,0.6,60,2,1,0,0,1,1,QCM-Video-Exercise-Video-Examen
6416,Mathematics,36,Cambre,2019,513,7,2,2,0,1.0,100,1,1,0,0,0,0,QCM-Video
6417,Mathematics,36,Cambre,2019,514,11,5,4,1,0.8,80,2,2,0,1,0,0,Video-Lecture-QCM-Video-QCM
6418,Mathematics,36,Cambre,2019,515,8,3,3,0,1.0,100,2,1,0,0,0,0,Video-Video-QCM
6419,Mathematics,36,Cambre,2019,516,8,4,3,1,0.75,75,1,2,0,1,0,0,Lecture-QCM-QCM-Video
6420,Mathematics,36,Cambre,2019,517,6,2,1,1,0.5,50,0,1,0,0,1,0,Exercise-QCM
6421,Mathematics,36,Cambre,2019,518,18,16,16,0,1.0,100,11,4,1,0,0,0,Video-Video-Video-Video-Video-QCM-Video-QCM-QCM-Video-Video-QCM-Video-Video-Video-Test
6422,Mathematics,36,Cambre,2019,519,57,42,30,12,0.71,71,15,13,2,10,1,1,Video-Lecture-Lecture-Lecture-Video-Lecture-Video-QCM-QCM-Video-Lecture-Video-QCM-QCM-Test-Video-Video-Lecture-Video-Exercise-Lecture-QCM-Lecture-QCM-Video-QCM-Video-Examen-QCM-QCM-Lecture-Lecture-QCM-QCM-Video-Video-QCM-Video-QCM-Video-Video-Test
6423,Mathematics,36,Cambre,2019,520,37,25,17,8,0.68,68,8,7,2,8,0,0,QCM-Video-Video-Video-Lecture-Lecture-Video-Video-Video-Lecture-Video-Lecture-Test-Lecture-QCM-QCM-QCM-QCM-Lecture-QCM-QCM-Lecture-Lecture-Video-Test
6424,Mathematics,36,Cambre,2019,521,33,32,5,27,0.16,16,2,3,0,18,7,2,Exercise-Lecture-Video-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Examen-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Video-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Examen
6425,Mathematics,36,Cambre,2019,522,16,11,10,1,0.91,91,6,4,0,0,0,1,Video-QCM-Video-Video-Video-Video-QCM-Video-QCM-QCM-Examen
6426,Mathematics,36,Cambre,2019,523,40,36,27,9,0.75,75,18,9,0,7,1,1,Video-Video-Video-Video-Lecture-QCM-Lecture-QCM-Exercise-Video-Video-QCM-Video-Video-Video-Video-Video-Video-QCM-QCM-Lecture-Video-QCM-Lecture-QCM-Video-Video-Video-QCM-QCM-Video-Lecture-Lecture-Video-Lecture-Examen
6427,Mathematics,37,Fron,2019,524,5,3,3,0,1.0,100,3,0,0,0,0,0,Video-Video-Video
6428,Mathematics,37,Fron,2019,525,10,5,2,3,0.4,40,1,1,0,2,0,1,QCM-Lecture-Video-Lecture-Examen
6429,Mathematics,37,Fron,2019,526,14,10,1,9,0.1,10,0,1,0,6,2,1,Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-Examen
6430,Mathematics,37,Fron,2019,527,6,4,1,3,0.25,25,1,0,0,1,1,1,Exercise-Video-Lecture-Examen
6431,Mathematics,37,Fron,2019,528,14,7,4,3,0.57,57,1,3,0,2,0,1,Video-QCM-QCM-Lecture-QCM-Lecture-Examen
6432,Mathematics,37,Fron,2019,529,21,7,2,5,0.29,29,1,1,0,3,1,1,Exercise-Video-Lecture-QCM-Lecture-Lecture-Examen
