,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Departement,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam,Sequence
6549,Law,43,Desruisseaux,2019,556,22,14,9,5,0.64,64,Droit,5,4,0,4,0,1,Video-Lecture-Lecture-Lecture-Video-Video-Lecture-Video-Video-QCM-QCM-QCM-QCM-Examen
6550,Law,43,Desruisseaux,2019,557,28,11,1,10,0.09,9,Droit,0,1,0,6,3,1,Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Examen
6551,Law,43,Desruisseaux,2019,558,12,4,1,3,0.25,25,Droit,0,1,0,2,1,0,Lecture-Exercise-QCM-Lecture
6552,Law,44,Decelles,2019,559,19,16,5,11,0.31,31,Droit,3,2,0,8,3,0,Lecture-Lecture-Exercise-Video-Lecture-Lecture-Exercise-Video-Lecture-Exercise-Lecture-Video-Lecture-QCM-Lecture-QCM
6553,Law,44,Decelles,2019,560,14,14,4,10,0.29,29,Droit,3,1,0,5,4,1,Exercise-Video-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Video-Exercise-Video-Lecture-Examen
6554,Law,44,Decelles,2019,561,28,20,9,11,0.45,45,Droit,5,3,1,6,4,1,QCM-Lecture-Exercise-Lecture-Video-Exercise-Video-Video-Lecture-Lecture-Test-Exercise-QCM-Lecture-Exercise-Video-Video-QCM-Lecture-Examen
6555,Law,44,Decelles,2019,562,30,23,3,20,0.13,13,Droit,2,1,0,12,6,2,Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Video-Video-Exercise-Lecture-Exercise-Examen-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Examen
6556,Law,44,Decelles,2019,563,14,14,2,12,0.14,14,Droit,1,1,0,8,4,0,Exercise-Exercise-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Lecture
6557,Law,44,Decelles,2019,564,10,3,1,2,0.33,33,Droit,1,0,0,1,1,0,Lecture-Video-Exercise
6558,Law,44,Decelles,2019,565,6,6,3,3,0.5,50,Droit,2,1,0,2,0,1,Video-Video-Lecture-QCM-Lecture-Examen
6559,Law,44,Decelles,2019,566,6,6,2,4,0.33,33,Droit,1,1,0,2,2,0,Exercise-Lecture-QCM-Exercise-Lecture-Video
6560,Law,44,Decelles,2019,567,15,13,1,12,0.08,8,Droit,0,1,0,8,4,0,Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-QCM-Lecture
6561,Law,44,Decelles,2019,568,39,23,3,20,0.13,13,Droit,0,3,0,14,4,2,Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Exercise-Lecture-Examen-Lecture-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-QCM-Lecture-Examen
6562,Law,44,Decelles,2019,569,6,6,1,5,0.17,17,Droit,1,0,0,3,1,1,Lecture-Video-Lecture-Lecture-Exercise-Examen
6563,Law,45,Gasque,2019,570,11,7,2,5,0.29,29,Droit,2,0,0,2,2,1,Video-Exercise-Lecture-Lecture-Exercise-Video-Examen
6564,Law,45,Gasque,2019,571,28,13,4,9,0.31,31,Droit,3,1,0,6,2,1,Video-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Video-Examen
6565,Law,45,Gasque,2019,572,11,6,2,4,0.33,33,Droit,2,0,0,2,2,0,Lecture-Exercise-Lecture-Video-Video-Exercise
6566,Law,45,Gasque,2019,573,5,2,1,1,0.5,50,Droit,1,0,0,0,1,0,Exercise-Video
6567,Law,45,Gasque,2019,574,6,6,1,5,0.17,17,Droit,0,1,0,4,1,0,Lecture-Lecture-Exercise-QCM-Lecture-Lecture
6568,Law,45,Gasque,2019,575,12,10,1,9,0.1,10,Droit,1,0,0,6,2,1,Lecture-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
6569,Law,45,Gasque,2019,576,52,41,3,38,0.07,7,Droit,2,1,0,24,12,2,Video-Exercise-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Examen-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Video-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-QCM-Examen
6570,Law,45,Gasque,2019,577,17,12,1,11,0.08,8,Droit,1,0,0,7,3,1,Lecture-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Examen
6571,Law,45,Gasque,2019,578,45,39,39,0,1.0,100,Droit,27,9,3,0,0,0,Video-Video-Video-Video-Video-QCM-Video-Video-QCM-QCM-Video-Video-Video-Test-Video-Video-Video-QCM-Video-QCM-Video-Video-Video-Video-Video-Test-QCM-Video-Video-Video-Video-QCM-Video-Video-Video-QCM-QCM-Video-Test
6572,Law,45,Gasque,2019,579,24,16,8,8,0.5,50,Droit,4,3,1,6,1,1,Lecture-Lecture-Video-QCM-Video-Exercise-Lecture-QCM-Test-Lecture-Lecture-QCM-Video-Lecture-Video-Examen
6573,Law,45,Gasque,2019,580,13,5,3,2,0.6,60,Droit,2,1,0,1,0,1,Video-QCM-Lecture-Video-Examen
6574,Law,45,Gasque,2019,581,17,9,3,6,0.33,33,Droit,2,1,0,5,1,0,Lecture-Lecture-Video-Video-QCM-Lecture-Exercise-Lecture-Lecture
6575,Law,45,Gasque,2019,582,10,10,4,6,0.4,40,Droit,2,2,0,5,0,1,Lecture-Video-QCM-Lecture-Lecture-Video-Lecture-QCM-Lecture-Examen
6576,Law,45,Gasque,2019,583,15,5,2,3,0.4,40,Droit,2,0,0,1,1,1,Exercise-Video-Video-Lecture-Examen
6577,Law,45,Gasque,2019,584,25,20,8,12,0.4,40,Droit,4,4,0,9,3,0,Exercise-Exercise-Lecture-QCM-Exercise-Lecture-Lecture-Lecture-QCM-Video-Video-Video-Lecture-Lecture-QCM-Lecture-QCM-Video-Lecture-Lecture
6578,Law,45,Gasque,2019,585,35,11,4,7,0.36,36,Droit,3,1,0,5,1,1,Lecture-Video-Lecture-Lecture-Exercise-Video-QCM-Lecture-Video-Lecture-Examen
6579,Law,45,Gasque,2019,586,13,11,2,9,0.18,18,Droit,0,2,0,6,2,1,Lecture-Lecture-QCM-Lecture-Lecture-QCM-Lecture-Exercise-Lecture-Exercise-Examen
6580,Law,45,Gasque,2019,587,30,23,10,13,0.43,43,Droit,5,4,1,9,3,1,Lecture-Video-Video-Exercise-Video-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Test-Lecture-QCM-QCM-Lecture-Exercise-Video-Lecture-Lecture-QCM-QCM-Examen
6581,Law,46,Gano,2019,588,15,9,3,6,0.33,33,Droit,2,1,0,5,0,1,Lecture-Lecture-Video-Lecture-Lecture-QCM-Video-Lecture-Examen
6582,Law,46,Gano,2019,589,11,11,1,10,0.09,9,Droit,1,0,0,7,3,0,Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Lecture
6583,Law,46,Gano,2019,590,7,5,5,0,1.0,100,Droit,3,1,1,0,0,0,Video-QCM-Video-Video-Test
6584,Law,46,Gano,2019,591,7,3,1,2,0.33,33,Droit,1,0,0,1,1,0,Video-Lecture-Exercise
6585,Law,46,Gano,2019,592,44,44,18,26,0.41,41,Droit,6,11,1,20,4,2,QCM-Exercise-Lecture-Video-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-QCM-QCM-Test-Exercise-Video-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Video-QCM-Video-QCM-Lecture-Exercise-Examen-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Video-Lecture-QCM-Lecture-Lecture-QCM-QCM-Examen
6586,Law,46,Gano,2019,593,8,5,2,3,0.4,40,Droit,1,1,0,1,1,1,Video-QCM-Exercise-Lecture-Examen
6587,Law,46,Gano,2019,594,59,21,9,12,0.43,43,Droit,6,3,0,9,2,1,Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Video-Video-Video-Video-Video-QCM-Lecture-Video-QCM-Exercise-Lecture-Lecture-Lecture-Examen
6588,Law,46,Gano,2019,595,5,2,1,1,0.5,50,Droit,1,0,0,0,1,0,Exercise-Video
6589,Law,46,Gano,2019,596,34,19,4,15,0.21,21,Droit,1,3,0,12,2,1,Exercise-Lecture-Lecture-QCM-Lecture-Video-QCM-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
6590,Law,46,Gano,2019,597,11,5,2,3,0.4,40,Droit,1,1,0,3,0,0,Video-Lecture-Lecture-Lecture-QCM
6591,Law,46,Gano,2019,598,8,3,1,2,0.33,33,Droit,1,0,0,1,1,0,Lecture-Exercise-Video
6592,Law,46,Gano,2019,599,25,16,9,7,0.56,56,Droit,6,3,0,5,1,1,QCM-Lecture-Lecture-Video-Lecture-QCM-Lecture-Exercise-QCM-Video-Video-Lecture-Video-Video-Video-Examen
6593,Law,46,Gano,2019,600,45,32,9,23,0.28,28,Droit,6,2,1,15,7,1,Lecture-Exercise-Exercise-Lecture-Exercise-Video-Video-Exercise-Video-Video-Video-Lecture-Lecture-Lecture-Lecture-Video-Test-Lecture-Lecture-QCM-Exercise-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Examen
6594,Law,46,Gano,2019,601,12,7,1,6,0.14,14,Droit,0,1,0,4,2,0,Lecture-Exercise-Lecture-Lecture-Exercise-QCM-Lecture
6595,Law,46,Gano,2019,602,12,11,6,5,0.55,55,Droit,3,3,0,4,0,1,Video-QCM-Lecture-QCM-Lecture-QCM-Lecture-Lecture-Video-Video-Examen
6596,Law,46,Gano,2019,603,38,16,3,13,0.19,19,Droit,1,2,0,8,4,1,Exercise-Lecture-Lecture-Lecture-Video-Lecture-QCM-Lecture-Exercise-Lecture-Exercise-Lecture-QCM-Lecture-Exercise-Examen
6597,Law,46,Gano,2019,604,16,8,2,6,0.25,25,Droit,1,1,0,4,2,0,Lecture-Lecture-Lecture-QCM-Exercise-Video-Lecture-Exercise
6598,Law,46,Gano,2019,605,36,21,8,13,0.38,38,Droit,5,2,1,7,5,1,Video-Lecture-Video-Video-Exercise-Exercise-Lecture-Exercise-Lecture-Exercise-Test-Lecture-Video-QCM-Video-Lecture-Lecture-Lecture-Exercise-QCM-Examen
6599,Law,47,Moniot,2019,606,27,19,5,14,0.26,26,Droit,2,3,0,10,4,0,Lecture-Video-Exercise-QCM-Lecture-QCM-Exercise-Lecture-Lecture-Exercise-QCM-Exercise-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Lecture
6600,Law,47,Moniot,2019,607,9,6,6,0,1.0,100,Droit,4,2,0,0,0,0,Video-Video-QCM-Video-Video-QCM
6601,Law,47,Moniot,2019,608,12,9,3,6,0.33,33,Droit,1,2,0,3,2,1,Lecture-Exercise-Lecture-QCM-Exercise-QCM-Video-Lecture-Examen
6602,Law,47,Moniot,2019,609,15,11,6,5,0.55,55,Droit,5,1,0,3,1,1,Video-Lecture-Lecture-Video-Lecture-Video-Exercise-QCM-Video-Video-Examen
6603,Law,47,Moniot,2019,610,20,7,7,0,1.0,100,Droit,5,2,0,0,0,0,Video-Video-Video-QCM-Video-Video-QCM
6604,Law,47,Moniot,2019,611,13,11,4,7,0.36,36,Droit,2,2,0,5,2,0,Lecture-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Video-QCM-QCM
6605,Law,47,Moniot,2019,612,30,27,11,16,0.41,41,Droit,5,6,0,13,3,0,QCM-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Video-QCM-QCM-Exercise-QCM-Video-Lecture-Lecture-Video-Lecture-Lecture-QCM-Video-Lecture-Lecture-Lecture-Lecture-Video-Lecture
6606,Law,47,Moniot,2019,613,15,5,2,3,0.4,40,Droit,1,1,0,2,0,1,QCM-Lecture-Video-Lecture-Examen
6607,Law,47,Moniot,2019,614,7,5,2,3,0.4,40,Droit,1,1,0,1,1,1,Exercise-Lecture-QCM-Video-Examen
6608,Law,47,Moniot,2019,615,15,6,4,2,0.67,67,Droit,3,1,0,0,1,1,Video-Video-Video-QCM-Exercise-Examen
6609,Law,47,Moniot,2019,616,27,10,5,5,0.5,50,Droit,2,2,1,5,0,0,QCM-Lecture-Lecture-Lecture-Video-Lecture-QCM-Video-Lecture-Test
6610,Law,47,Moniot,2019,617,7,2,1,1,0.5,50,Droit,0,1,0,0,1,0,Exercise-QCM
6611,Law,47,Moniot,2019,618,9,9,1,8,0.11,11,Droit,1,0,0,6,1,1,Lecture-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Examen
6612,Law,47,Moniot,2019,619,12,7,4,3,0.57,57,Droit,2,2,0,2,1,0,QCM-Lecture-Video-QCM-Video-Lecture-Exercise
6613,Law,47,Moniot,2019,620,40,26,9,17,0.35,35,Droit,3,5,1,13,4,0,Lecture-QCM-QCM-Lecture-Lecture-QCM-Video-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Video-Test
6614,Law,47,Moniot,2019,621,15,4,2,2,0.5,50,Droit,2,0,0,0,1,1,Video-Exercise-Video-Examen
6615,Law,47,Moniot,2019,622,30,8,1,7,0.12,12,Droit,0,1,0,4,2,1,QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Examen
6616,Law,47,Moniot,2019,623,29,27,1,26,0.04,4,Droit,1,0,0,17,8,1,Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Video-Examen
6617,Law,47,Moniot,2019,624,21,11,6,5,0.55,55,Droit,4,2,0,4,0,1,QCM-Lecture-Video-Lecture-Video-Lecture-Video-Lecture-QCM-Video-Examen
6618,Law,47,Moniot,2019,625,40,10,2,8,0.2,20,Droit,1,1,0,6,2,0,Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Exercise-Lecture-Video
6619,Law,48,Lepage,2019,626,31,14,8,6,0.57,57,Droit,3,4,1,5,0,1,Lecture-QCM-QCM-QCM-Video-Lecture-Test-QCM-Lecture-Video-Video-Lecture-Lecture-Examen
6620,Law,48,Lepage,2019,627,15,11,3,8,0.27,27,Droit,1,2,0,6,2,0,Video-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Lecture-QCM
6621,Law,48,Lepage,2019,628,35,23,7,16,0.3,30,Droit,3,4,0,12,2,2,Lecture-Exercise-Lecture-Lecture-Video-QCM-Lecture-Lecture-Video-Lecture-QCM-Examen-Lecture-QCM-Video-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Examen
6622,Law,48,Lepage,2019,629,59,45,18,27,0.4,40,Droit,15,3,0,16,9,2,Video-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Video-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Video-Lecture-QCM-Lecture-QCM-Lecture-Examen-Video-Video-Lecture-Exercise-Video-Exercise-Video-Video-Exercise-Exercise-Lecture-Video-Video-Lecture-Video-Video-Video-Exercise-Video-Lecture-Lecture-Examen
6623,Law,48,Lepage,2019,630,38,21,7,14,0.33,33,Droit,3,3,1,10,4,0,Lecture-Lecture-Video-Exercise-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Lecture-QCM-QCM-Exercise-Video-Lecture-QCM-Lecture-Lecture-Test
6624,Law,48,Lepage,2019,631,8,5,2,3,0.4,40,Droit,1,1,0,2,1,0,QCM-Video-Lecture-Lecture-Exercise
6625,Law,48,Lepage,2019,632,18,7,7,0,1.0,100,Droit,3,4,0,0,0,0,QCM-QCM-Video-Video-Video-QCM-QCM
6626,Law,48,Lepage,2019,633,9,8,1,7,0.12,12,Droit,0,1,0,4,3,0,Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-QCM-Lecture
6627,Law,48,Lepage,2019,634,29,27,12,15,0.44,44,Droit,10,2,0,6,7,2,Exercise-Lecture-Exercise-Exercise-Exercise-Lecture-QCM-Video-Video-Exercise-Lecture-Exercise-Video-Examen-Video-Video-Video-QCM-Video-Video-Lecture-Exercise-Video-Lecture-Video-Lecture-Examen
6628,Law,48,Lepage,2019,635,6,5,3,2,0.6,60,Droit,2,1,0,0,1,1,Video-Video-QCM-Exercise-Examen
6629,Law,48,Lepage,2019,636,17,6,6,0,1.0,100,Droit,4,2,0,0,0,0,QCM-QCM-Video-Video-Video-Video
6630,Law,48,Lepage,2019,637,33,31,9,22,0.29,29,Droit,3,6,0,15,5,2,Lecture-Lecture-Video-Video-Lecture-QCM-QCM-Lecture-Lecture-Video-Lecture-Lecture-Exercise-QCM-QCM-Examen-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Exercise-Exercise-Lecture-QCM-Exercise-Examen
6631,Law,48,Lepage,2019,638,59,56,2,54,0.04,4,Droit,2,0,0,34,17,3,Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Exercise-Exercise-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Examen-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Examen-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Video-Exercise-Video-Lecture-Examen
6632,Law,48,Lepage,2019,639,10,3,2,1,0.67,67,Droit,1,1,0,1,0,0,QCM-Video-Lecture
6633,Philosophy,49,Martineau,2019,640,34,24,11,13,0.46,46,Philosophy,8,2,1,8,4,1,Video-QCM-Video-Lecture-Lecture-Video-Lecture-Video-Exercise-Lecture-QCM-Video-Test-Exercise-Lecture-Exercise-Lecture-Exercise-Video-Video-Video-Lecture-Lecture-Examen
6634,Philosophy,49,Martineau,2019,641,15,11,4,7,0.36,36,Philosophy,1,2,1,5,2,0,Video-Lecture-Exercise-QCM-QCM-Lecture-Lecture-Lecture-Lecture-Exercise-Test
6635,Philosophy,49,Martineau,2019,642,23,12,4,8,0.33,33,Philosophy,3,1,0,6,1,1,QCM-Lecture-Exercise-Lecture-Video-Video-Lecture-Lecture-Video-Lecture-Lecture-Examen
6636,Philosophy,49,Martineau,2019,643,39,34,15,19,0.44,44,Philosophy,9,6,0,13,4,2,Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Video-Lecture-QCM-Exercise-QCM-Video-Examen-Video-QCM-Lecture-Video-Video-QCM-Lecture-Exercise-QCM-Video-Video-Lecture-Lecture-Exercise-Exercise-Video-Examen
6637,Philosophy,49,Martineau,2019,644,24,7,2,5,0.29,29,Philosophy,1,1,0,4,0,1,Lecture-Lecture-Lecture-QCM-Lecture-Video-Examen
6638,Philosophy,49,Martineau,2019,645,28,17,6,11,0.35,35,Philosophy,2,4,0,9,2,0,Lecture-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-QCM-QCM-Lecture-Lecture-Lecture-QCM-QCM-Video
6639,Philosophy,49,Martineau,2019,646,14,6,1,5,0.17,17,Philosophy,0,1,0,4,1,0,Lecture-Lecture-Lecture-QCM-Lecture-Exercise
6640,Philosophy,49,Martineau,2019,647,8,3,1,2,0.33,33,Philosophy,1,0,0,2,0,0,Video-Lecture-Lecture
6641,Philosophy,49,Martineau,2019,648,14,12,6,6,0.5,50,Philosophy,3,2,1,5,1,0,Lecture-Lecture-QCM-Lecture-Lecture-Video-Video-Lecture-Exercise-Video-QCM-Test
6642,Philosophy,49,Martineau,2019,649,15,5,1,4,0.2,20,Philosophy,1,0,0,1,2,1,Lecture-Video-Exercise-Exercise-Examen
6643,Philosophy,49,Martineau,2019,650,24,11,4,7,0.36,36,Philosophy,2,2,0,4,2,1,Exercise-QCM-Lecture-Exercise-Lecture-Video-Video-Lecture-QCM-Lecture-Examen
6644,Philosophy,49,Martineau,2019,651,11,7,3,4,0.43,43,Philosophy,2,1,0,3,0,1,Lecture-Video-QCM-Lecture-Lecture-Video-Examen
6645,Philosophy,49,Martineau,2019,652,6,2,1,1,0.5,50,Philosophy,1,0,0,1,0,0,Lecture-Video
6646,Philosophy,49,Martineau,2019,653,46,20,9,11,0.45,45,Philosophy,7,2,0,6,4,1,Exercise-Exercise-QCM-Lecture-Video-Video-Exercise-Video-Lecture-Video-Lecture-Video-Lecture-Video-QCM-Lecture-Lecture-Video-Exercise-Examen
6647,Philosophy,49,Martineau,2019,654,13,12,1,11,0.08,8,Philosophy,0,1,0,8,3,0,Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Lecture
6648,Philosophy,49,Martineau,2019,655,24,6,6,0,1.0,100,Philosophy,3,2,1,0,0,0,QCM-Video-Video-QCM-Video-Test
6649,Philosophy,49,Martineau,2019,656,24,7,3,4,0.43,43,Philosophy,0,2,1,3,1,0,Lecture-Exercise-QCM-Lecture-Lecture-QCM-Test
6650,Philosophy,49,Martineau,2019,657,7,5,3,2,0.6,60,Philosophy,1,2,0,1,1,0,Lecture-Video-Exercise-QCM-QCM
6651,Philosophy,50,Larive,2019,658,5,3,2,1,0.67,67,Philosophy,2,0,0,1,0,0,Video-Lecture-Video
6652,Philosophy,50,Larive,2019,659,38,25,6,19,0.24,24,Philosophy,2,4,0,14,3,2,Lecture-Exercise-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Exercise-Lecture-QCM-Examen-Video-Lecture-Lecture-QCM-Lecture-Lecture-QCM-QCM-Lecture-Lecture-Lecture-Examen
6653,Philosophy,50,Larive,2019,660,31,31,9,22,0.29,29,Philosophy,3,6,0,17,3,2,Lecture-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-QCM-Lecture-Examen-QCM-Lecture-Lecture-Video-QCM-Lecture-Lecture-Lecture-Video-Lecture-QCM-Lecture-Exercise-QCM-Examen
6654,Philosophy,50,Larive,2019,661,6,4,2,2,0.5,50,Philosophy,1,1,0,1,0,1,Video-QCM-Lecture-Examen
6655,Philosophy,50,Larive,2019,662,37,35,12,23,0.34,34,Philosophy,7,4,1,16,7,0,Lecture-Lecture-Video-Lecture-QCM-Video-Lecture-Video-Video-QCM-Lecture-Lecture-Exercise-Video-Lecture-Lecture-Video-QCM-Exercise-Lecture-QCM-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Test
6656,Philosophy,50,Larive,2019,663,20,19,11,8,0.58,58,Philosophy,7,4,0,6,1,1,Lecture-Video-Video-Video-QCM-Video-Video-Video-Video-Lecture-QCM-Exercise-Lecture-Lecture-QCM-Lecture-QCM-Lecture-Examen
6657,Philosophy,50,Larive,2019,664,26,22,3,19,0.14,14,Philosophy,3,0,0,11,6,2,Video-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Examen-Lecture-Exercise-Lecture-Video-Lecture-Exercise-Exercise-Lecture-Exercise-Video-Examen
6658,Philosophy,50,Larive,2019,665,20,17,1,16,0.06,6,Philosophy,1,0,0,10,5,1,Video-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-Examen
6659,Philosophy,50,Larive,2019,666,40,26,7,19,0.27,27,Philosophy,4,3,0,14,4,1,Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Video-QCM-Lecture-Video-Video-Lecture-Video-QCM-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Examen
6660,Philosophy,50,Larive,2019,667,39,32,3,29,0.09,9,Philosophy,0,3,0,20,7,2,Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-QCM-Lecture-Exercise-QCM-Exercise-Exercise-Lecture-Lecture-Lecture-Examen-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Examen
6661,Philosophy,50,Larive,2019,668,14,6,5,1,0.83,83,Philosophy,4,1,0,1,0,0,QCM-Lecture-Video-Video-Video-Video
6662,Philosophy,50,Larive,2019,669,38,32,16,16,0.5,50,Philosophy,5,10,1,14,0,2,Lecture-QCM-Video-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-QCM-Test-Video-Lecture-QCM-QCM-Lecture-Lecture-Video-QCM-Lecture-Lecture-Examen-Video-QCM-Lecture-QCM-Video-Lecture-QCM-Lecture-QCM-Examen
6663,Philosophy,50,Larive,2019,670,13,13,1,12,0.08,8,Philosophy,0,1,0,7,4,1,Exercise-Lecture-Lecture-QCM-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Examen
6664,Philosophy,50,Larive,2019,671,16,12,2,10,0.17,17,Philosophy,1,1,0,7,3,0,Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Exercise-Lecture-Video-Lecture
6665,Philosophy,50,Larive,2019,672,16,4,1,3,0.25,25,Philosophy,1,0,0,2,1,0,Exercise-Lecture-Video-Lecture
6666,Philosophy,50,Larive,2019,673,13,5,2,3,0.4,40,Philosophy,1,1,0,2,1,0,QCM-Lecture-Video-Exercise-Lecture
6667,Philosophy,51,Pierre,2019,674,19,13,6,7,0.46,46,Philosophy,4,2,0,4,2,1,Video-Exercise-Lecture-Exercise-Lecture-Lecture-Video-Video-QCM-QCM-Lecture-Video-Examen
6668,Philosophy,51,Pierre,2019,675,37,28,9,19,0.32,32,Philosophy,4,4,1,12,6,1,Lecture-Exercise-Lecture-Lecture-QCM-Lecture-QCM-Video-Exercise-QCM-QCM-Exercise-Lecture-Exercise-Test-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Video-Lecture-Exercise-Video-Examen
6669,Philosophy,51,Pierre,2019,676,53,16,9,7,0.56,56,Philosophy,5,3,1,4,2,1,QCM-Lecture-Video-Video-Lecture-QCM-Lecture-Lecture-Test-Exercise-Video-QCM-Video-Video-Exercise-Examen
6670,Philosophy,51,Pierre,2019,677,14,12,2,10,0.17,17,Philosophy,1,1,0,6,3,1,Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Lecture-Exercise-Exercise-Video-Lecture-Examen
6671,Philosophy,51,Pierre,2019,678,20,20,5,15,0.25,25,Philosophy,1,3,1,11,3,1,Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Video-Lecture-Test-QCM-QCM-Exercise-Lecture-QCM-Lecture-Lecture-Lecture-Examen
6672,Philosophy,51,Pierre,2019,679,12,10,2,8,0.2,20,Philosophy,0,2,0,5,2,1,QCM-Exercise-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Examen
6673,Philosophy,51,Pierre,2019,680,28,13,6,7,0.46,46,Philosophy,3,3,0,6,0,1,Lecture-Video-Lecture-Lecture-Lecture-Video-Lecture-QCM-QCM-Video-Lecture-QCM-Examen
