,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Departement,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
6124,Mathematics,11,Citron,2019,131,25,24,11,13,0.46,46,Mathematics,2,8,1,12,0,1
6125,Mathematics,11,Citron,2019,132,58,51,2,49,0.04,4,Mathematics,1,1,0,32,15,2
6126,Mathematics,11,Citron,2019,133,31,12,5,7,0.42,42,Mathematics,4,1,0,4,2,1
6127,Mathematics,11,Citron,2019,134,9,5,1,4,0.2,20,Mathematics,1,0,0,1,2,1
6128,Mathematics,11,Citron,2019,135,6,5,1,4,0.2,20,Mathematics,0,1,0,1,2,1
6129,Mathematics,11,Citron,2019,136,10,7,5,2,0.71,71,Mathematics,3,2,0,1,0,1
6130,Mathematics,11,Citron,2019,137,24,21,8,13,0.38,38,Mathematics,3,4,1,10,3,0
6131,Mathematics,11,Citron,2019,138,17,8,2,6,0.25,25,Mathematics,0,2,0,4,1,1
6132,Mathematics,11,Citron,2019,139,13,11,11,0,1.0,100,Mathematics,7,3,1,0,0,0
6133,Mathematics,11,Citron,2019,140,5,2,1,1,0.5,50,Mathematics,1,0,0,1,0,0
6134,Mathematics,11,Citron,2019,141,32,13,2,11,0.15,15,Mathematics,0,2,0,7,3,1
6135,Mathematics,12,Demanche,2019,142,37,16,4,12,0.25,25,Mathematics,4,0,0,8,3,1
6136,Mathematics,12,Demanche,2019,143,28,13,3,10,0.23,23,Mathematics,1,2,0,6,3,1
6137,Mathematics,12,Demanche,2019,144,7,2,1,1,0.5,50,Mathematics,1,0,0,0,1,0
6138,Mathematics,12,Demanche,2019,145,57,18,1,17,0.06,6,Mathematics,1,0,0,12,5,0
6139,Mathematics,12,Demanche,2019,146,35,24,12,12,0.5,50,Mathematics,4,7,1,11,0,1
6140,Mathematics,12,Demanche,2019,147,19,18,2,16,0.11,11,Mathematics,1,1,0,12,4,0
6141,Mathematics,12,Demanche,2019,148,42,41,22,19,0.54,54,Mathematics,14,7,1,11,6,2
6142,Mathematics,12,Demanche,2019,149,13,13,8,5,0.62,62,Mathematics,5,3,0,4,0,1
6143,Mathematics,12,Demanche,2019,150,56,42,12,30,0.29,29,Mathematics,6,4,2,20,10,0
6144,Mathematics,12,Demanche,2019,151,7,5,4,1,0.8,80,Mathematics,3,1,0,0,0,1
6145,Mathematics,12,Demanche,2019,152,13,13,1,12,0.08,8,Mathematics,0,1,0,8,4,0
6146,Mathematics,12,Demanche,2019,153,15,8,3,5,0.38,38,Mathematics,2,1,0,3,1,1
6147,Mathematics,12,Demanche,2019,154,16,8,2,6,0.25,25,Mathematics,1,1,0,4,2,0
6148,Mathematics,12,Demanche,2019,155,12,11,1,10,0.09,9,Mathematics,0,1,0,7,3,0
6149,Mathematics,12,Demanche,2019,156,18,17,2,15,0.12,12,Mathematics,2,0,0,10,5,0
6150,Mathematics,13,Bonnot,2019,157,43,40,5,35,0.12,12,Mathematics,5,0,0,22,11,2
6151,Mathematics,13,Bonnot,2019,158,33,28,10,18,0.36,36,Mathematics,6,3,1,10,6,2
6152,Mathematics,13,Bonnot,2019,159,57,39,16,23,0.41,41,Mathematics,6,7,3,19,4,0
6153,Mathematics,13,Bonnot,2019,160,10,4,1,3,0.25,25,Mathematics,1,0,0,1,1,1
6154,Mathematics,13,Bonnot,2019,161,27,25,10,15,0.4,40,Mathematics,5,4,1,8,5,2
6155,Mathematics,13,Bonnot,2019,162,52,30,8,22,0.27,27,Mathematics,4,3,1,14,7,1
6156,Mathematics,13,Bonnot,2019,163,33,11,6,5,0.55,55,Mathematics,4,2,0,3,1,1
6157,Mathematics,13,Bonnot,2019,164,21,8,4,4,0.5,50,Mathematics,3,1,0,2,2,0
6158,Mathematics,13,Bonnot,2019,165,6,5,1,4,0.2,20,Mathematics,1,0,0,2,1,1
6159,Mathematics,13,Bonnot,2019,166,7,4,1,3,0.25,25,Mathematics,0,1,0,2,1,0
6160,Mathematics,13,Bonnot,2019,167,26,25,3,22,0.12,12,Mathematics,1,2,0,13,7,2
6161,Mathematics,13,Bonnot,2019,168,45,24,8,16,0.33,33,Mathematics,2,5,1,12,3,1
6162,Mathematics,13,Bonnot,2019,169,41,33,6,27,0.18,18,Mathematics,3,3,0,20,6,1
6163,Mathematics,14,Rambin,2019,170,58,58,14,44,0.24,24,Mathematics,7,7,0,31,10,3
6164,Mathematics,14,Rambin,2019,171,21,14,4,10,0.29,29,Mathematics,2,2,0,7,3,0
6165,Mathematics,14,Rambin,2019,172,34,18,2,16,0.11,11,Mathematics,0,2,0,12,3,1
6166,Mathematics,14,Rambin,2019,173,30,13,3,10,0.23,23,Mathematics,2,1,0,7,3,0
6167,Mathematics,14,Rambin,2019,174,11,10,3,7,0.3,30,Mathematics,3,0,0,4,3,0
6168,Mathematics,14,Rambin,2019,175,40,14,8,6,0.57,57,Mathematics,5,3,0,5,1,0
6169,Mathematics,14,Rambin,2019,176,42,21,20,1,0.95,95,Mathematics,12,7,1,0,0,1
6170,Mathematics,14,Rambin,2019,177,59,24,4,20,0.17,17,Mathematics,1,3,0,12,6,2
6171,Mathematics,14,Rambin,2019,178,6,3,1,2,0.33,33,Mathematics,0,1,0,2,0,0
6172,Mathematics,14,Rambin,2019,179,14,12,1,11,0.08,8,Mathematics,0,1,0,7,3,1
6173,Mathematics,14,Rambin,2019,180,43,28,1,27,0.04,4,Mathematics,0,1,0,17,8,2
6174,Mathematics,14,Rambin,2019,181,10,4,2,2,0.5,50,Mathematics,0,2,0,2,0,0
6175,Engineering,15,Virkler,2019,182,6,2,1,1,0.5,50,Ingénieurie,1,0,0,1,0,0
6176,Engineering,15,Virkler,2019,183,9,3,1,2,0.33,33,Ingénieurie,0,1,0,2,0,0
6177,Engineering,15,Virkler,2019,184,17,11,1,10,0.09,9,Ingénieurie,0,1,0,8,2,0
6178,Engineering,15,Virkler,2019,185,10,3,2,1,0.67,67,Ingénieurie,2,0,0,1,0,0
6179,Engineering,15,Virkler,2019,186,10,8,4,4,0.5,50,Ingénieurie,3,1,0,2,2,0
6180,Engineering,15,Virkler,2019,187,30,11,6,5,0.55,55,Ingénieurie,4,2,0,3,2,0
6181,Engineering,15,Virkler,2019,188,10,8,2,6,0.25,25,Ingénieurie,1,1,0,4,1,1
6182,Engineering,15,Virkler,2019,189,48,38,26,12,0.68,68,Ingénieurie,16,9,1,9,1,2
6183,Engineering,15,Virkler,2019,190,10,5,2,3,0.4,40,Ingénieurie,1,1,0,3,0,0
6184,Engineering,15,Virkler,2019,191,8,4,1,3,0.25,25,Ingénieurie,0,1,0,2,1,0
6185,Engineering,15,Virkler,2019,192,51,45,25,20,0.56,56,Ingénieurie,18,6,1,12,6,2
6186,Engineering,15,Virkler,2019,193,50,39,17,22,0.44,44,Ingénieurie,9,6,2,14,7,1
6187,Engineering,15,Virkler,2019,194,27,17,4,13,0.24,24,Ingénieurie,4,0,0,8,5,0
6188,Engineering,15,Virkler,2019,195,33,13,4,9,0.31,31,Ingénieurie,2,2,0,7,1,1
6189,Engineering,15,Virkler,2019,196,9,7,1,6,0.14,14,Ingénieurie,1,0,0,3,2,1
6190,Engineering,15,Virkler,2019,197,25,21,10,11,0.48,48,Ingénieurie,7,3,0,6,4,1
6191,Engineering,15,Virkler,2019,198,19,5,3,2,0.6,60,Ingénieurie,1,2,0,2,0,0
6192,Engineering,16,Laliberty,2019,199,6,4,1,3,0.25,25,Ingénieurie,1,0,0,1,1,1
6193,Engineering,16,Laliberty,2019,200,16,16,11,5,0.69,69,Ingénieurie,5,5,1,5,0,0
6194,Engineering,16,Laliberty,2019,201,11,6,1,5,0.17,17,Ingénieurie,1,0,0,3,1,1
6195,Engineering,16,Laliberty,2019,202,35,20,5,15,0.25,25,Ingénieurie,3,2,0,10,4,1
6196,Engineering,16,Laliberty,2019,203,27,7,1,6,0.14,14,Ingénieurie,1,0,0,4,2,0
6197,Engineering,16,Laliberty,2019,204,25,16,6,10,0.38,38,Ingénieurie,1,4,1,8,1,1
6198,Engineering,16,Laliberty,2019,205,39,19,2,17,0.11,11,Ingénieurie,1,0,1,12,5,0
6199,Engineering,16,Laliberty,2019,206,21,21,21,0,1.0,100,Ingénieurie,11,8,2,0,0,0
6200,Engineering,16,Laliberty,2019,207,14,8,1,7,0.12,12,Ingénieurie,1,0,0,3,3,1
6201,Engineering,17,Lafollette,2019,208,10,7,2,5,0.29,29,Ingénieurie,2,0,0,3,1,1
6202,Engineering,17,Lafollette,2019,209,49,15,2,13,0.13,13,Ingénieurie,0,2,0,9,4,0
6203,Engineering,17,Lafollette,2019,210,33,27,2,25,0.07,7,Ingénieurie,1,1,0,17,7,1
6204,Engineering,17,Lafollette,2019,211,7,6,1,5,0.17,17,Ingénieurie,0,1,0,4,1,0
6205,Engineering,17,Lafollette,2019,212,26,8,1,7,0.12,12,Ingénieurie,0,1,0,5,2,0
6206,Engineering,17,Lafollette,2019,213,11,10,3,7,0.3,30,Ingénieurie,1,2,0,5,1,1
6207,Engineering,17,Lafollette,2019,214,50,37,9,28,0.24,24,Ingénieurie,4,4,1,22,6,0
6208,Engineering,18,Thibeault,2019,215,24,21,8,13,0.38,38,Ingénieurie,4,3,1,10,2,1
6209,Engineering,18,Thibeault,2019,216,21,11,6,5,0.55,55,Ingénieurie,4,2,0,3,1,1
6210,Engineering,18,Thibeault,2019,217,15,5,2,3,0.4,40,Ingénieurie,2,0,0,1,1,1
6211,Engineering,18,Thibeault,2019,218,34,28,18,10,0.64,64,Ingénieurie,12,5,1,5,3,2
6212,Engineering,18,Thibeault,2019,219,11,8,3,5,0.38,38,Ingénieurie,1,2,0,3,1,1
6213,Engineering,18,Thibeault,2019,220,32,29,5,24,0.17,17,Ingénieurie,3,2,0,16,6,2
6214,Engineering,18,Thibeault,2019,221,32,32,12,20,0.38,38,Ingénieurie,5,7,0,14,4,2
6215,Engineering,18,Thibeault,2019,222,29,17,17,0,1.0,100,Ingénieurie,9,7,1,0,0,0
6216,Engineering,18,Thibeault,2019,223,14,4,1,3,0.25,25,Ingénieurie,1,0,0,2,1,0
6217,Engineering,18,Thibeault,2019,224,31,10,4,6,0.4,40,Ingénieurie,1,3,0,5,0,1
6218,Engineering,18,Thibeault,2019,225,35,13,5,8,0.38,38,Ingénieurie,1,3,1,7,1,0
6219,Engineering,18,Thibeault,2019,226,8,4,1,3,0.25,25,Ingénieurie,1,0,0,2,1,0
6220,Engineering,18,Thibeault,2019,227,8,4,2,2,0.5,50,Ingénieurie,1,1,0,2,0,0
6221,Engineering,18,Thibeault,2019,228,23,19,5,14,0.26,26,Ingénieurie,2,3,0,10,3,1
6222,Engineering,18,Thibeault,2019,229,14,9,3,6,0.33,33,Ingénieurie,2,1,0,3,3,0
6223,Engineering,18,Thibeault,2019,230,31,21,5,16,0.24,24,Ingénieurie,4,1,0,10,6,0
6224,Engineering,18,Thibeault,2019,231,15,4,1,3,0.25,25,Ingénieurie,0,1,0,1,1,1
6225,Engineering,19,Simeon,2019,232,24,18,4,14,0.22,22,Ingénieurie,1,3,0,11,3,0
6226,Engineering,19,Simeon,2019,233,37,37,9,28,0.24,24,Ingénieurie,6,2,1,18,8,2
6227,Engineering,19,Simeon,2019,234,26,8,4,4,0.5,50,Ingénieurie,4,0,0,2,1,1
6228,Engineering,19,Simeon,2019,235,25,15,3,12,0.2,20,Ingénieurie,2,1,0,7,4,1
6229,Engineering,19,Simeon,2019,236,33,25,11,14,0.44,44,Ingénieurie,7,3,1,8,5,1
6230,Engineering,19,Simeon,2019,237,35,19,6,13,0.32,32,Ingénieurie,3,3,0,9,3,1
6231,Engineering,19,Simeon,2019,238,5,3,1,2,0.33,33,Ingénieurie,0,1,0,2,0,0
6232,Engineering,19,Simeon,2019,239,46,35,16,19,0.46,46,Ingénieurie,9,7,0,15,2,2
6233,Engineering,19,Simeon,2019,240,21,12,2,10,0.17,17,Ingénieurie,0,2,0,8,1,1
6234,Engineering,19,Simeon,2019,241,11,3,2,1,0.67,67,Ingénieurie,0,2,0,1,0,0
6235,Engineering,19,Simeon,2019,242,9,3,1,2,0.33,33,Ingénieurie,1,0,0,2,0,0
6236,Engineering,19,Simeon,2019,243,55,53,19,34,0.36,36,Ingénieurie,10,9,0,24,7,3
6237,Engineering,19,Simeon,2019,244,30,12,2,10,0.17,17,Ingénieurie,1,1,0,7,2,1
6238,Engineering,19,Simeon,2019,245,15,10,4,6,0.4,40,Ingénieurie,1,3,0,6,0,0
6239,Engineering,20,Haury,2019,246,41,13,6,7,0.46,46,Ingénieurie,5,1,0,4,3,0
6240,Engineering,20,Haury,2019,247,20,9,2,7,0.22,22,Ingénieurie,2,0,0,5,1,1
6241,Engineering,20,Haury,2019,248,14,12,4,8,0.33,33,Ingénieurie,3,1,0,6,1,1
6242,Engineering,20,Haury,2019,249,12,10,2,8,0.2,20,Ingénieurie,1,1,0,5,2,1
6243,Engineering,20,Haury,2019,250,13,6,6,0,1.0,100,Ingénieurie,3,3,0,0,0,0
6244,Engineering,20,Haury,2019,251,24,9,2,7,0.22,22,Ingénieurie,1,1,0,6,0,1
6245,Engineering,20,Haury,2019,252,34,10,2,8,0.2,20,Ingénieurie,1,1,0,5,2,1
6246,Engineering,20,Haury,2019,253,26,16,7,9,0.44,44,Ingénieurie,4,1,2,5,4,0
6247,Engineering,20,Haury,2019,254,17,16,1,15,0.06,6,Ingénieurie,0,1,0,11,4,0
6248,Engineering,20,Haury,2019,255,15,8,3,5,0.38,38,Ingénieurie,3,0,0,3,1,1
6249,Engineering,20,Haury,2019,256,38,16,4,12,0.25,25,Ingénieurie,2,2,0,8,4,0
6250,Engineering,20,Haury,2019,257,10,5,2,3,0.4,40,Ingénieurie,1,1,0,2,0,1
6251,Engineering,20,Haury,2019,258,14,10,4,6,0.4,40,Ingénieurie,2,2,0,6,0,0
6252,Engineering,20,Haury,2019,259,7,2,1,1,0.5,50,Ingénieurie,1,0,0,0,1,0
6253,Engineering,20,Haury,2019,260,26,18,2,16,0.11,11,Ingénieurie,0,2,0,12,3,1
6254,Engineering,20,Haury,2019,261,7,6,1,5,0.17,17,Ingénieurie,0,1,0,3,2,0
6255,Engineering,20,Haury,2019,262,8,4,3,1,0.75,75,Ingénieurie,2,1,0,1,0,0
6256,Engineering,20,Haury,2019,263,15,14,4,10,0.29,29,Ingénieurie,2,2,0,7,3,0
6257,Engineering,20,Haury,2019,264,32,8,3,5,0.38,38,Ingénieurie,2,1,0,4,1,0
6258,Sociology,21,Mortier,2019,265,44,17,5,12,0.29,29,Sociologie,5,0,0,6,5,1
6259,Sociology,21,Mortier,2019,266,24,13,4,9,0.31,31,Sociologie,2,2,0,6,2,1
6260,Sociology,21,Mortier,2019,267,34,24,7,17,0.29,29,Sociologie,2,5,0,13,3,1
6261,Sociology,21,Mortier,2019,268,46,12,5,7,0.42,42,Sociologie,3,2,0,6,1,0
6262,Sociology,21,Mortier,2019,269,8,8,1,7,0.12,12,Sociologie,1,0,0,4,2,1
6263,Sociology,21,Mortier,2019,270,15,4,1,3,0.25,25,Sociologie,1,0,0,2,1,0
6264,Sociology,21,Mortier,2019,271,19,11,4,7,0.36,36,Sociologie,4,0,0,4,3,0
6265,Sociology,21,Mortier,2019,272,14,6,1,5,0.17,17,Sociologie,1,0,0,3,1,1
6266,Sociology,21,Mortier,2019,273,30,29,11,18,0.38,38,Sociologie,4,7,0,16,0,2
6267,Sociology,21,Mortier,2019,274,23,11,6,5,0.55,55,Sociologie,4,2,0,4,0,1
6268,Sociology,21,Mortier,2019,275,33,23,10,13,0.43,43,Sociologie,7,3,0,8,4,1
6269,Sociology,21,Mortier,2019,276,42,30,9,21,0.3,30,Sociologie,5,4,0,14,5,2
6270,Sociology,21,Mortier,2019,277,6,2,1,1,0.5,50,Sociologie,0,1,0,0,1,0
6271,Sociology,21,Mortier,2019,278,7,2,1,1,0.5,50,Sociologie,0,1,0,1,0,0
6272,Sociology,21,Mortier,2019,279,35,15,2,13,0.13,13,Sociologie,2,0,0,9,3,1
6273,Sociology,22,De Grace,2019,280,37,33,6,27,0.18,18,Sociologie,3,3,0,17,8,2
6274,Sociology,22,De Grace,2019,281,31,20,7,13,0.35,35,Sociologie,2,4,1,10,2,1
6275,Sociology,22,De Grace,2019,282,23,6,1,5,0.17,17,Sociologie,0,1,0,2,2,1
6276,Sociology,22,De Grace,2019,283,7,6,1,5,0.17,17,Sociologie,0,1,0,2,2,1
6277,Sociology,22,De Grace,2019,284,10,6,4,2,0.67,67,Sociologie,3,1,0,2,0,0
6278,Sociology,22,De Grace,2019,285,11,9,4,5,0.44,44,Sociologie,2,2,0,4,0,1
6279,Sociology,22,De Grace,2019,286,11,5,2,3,0.4,40,Sociologie,2,0,0,0,2,1
6280,Sociology,22,De Grace,2019,287,33,9,1,8,0.11,11,Sociologie,0,1,0,4,3,1
6281,Sociology,22,De Grace,2019,288,14,5,2,3,0.4,40,Sociologie,2,0,0,2,1,0
6282,Sociology,22,De Grace,2019,289,11,8,3,5,0.38,38,Sociologie,2,1,0,3,1,1
6283,Sociology,23,Massart,2019,290,12,10,6,4,0.6,60,Sociologie,5,1,0,2,1,1
6284,Sociology,23,Massart,2019,291,21,11,5,6,0.45,45,Sociologie,4,1,0,3,3,0
6285,Sociology,23,Massart,2019,292,40,17,7,10,0.41,41,Sociologie,4,3,0,7,3,0
6286,Sociology,23,Massart,2019,293,44,28,13,15,0.46,46,Sociologie,4,8,1,13,1,1
6287,Sociology,23,Massart,2019,294,12,6,2,4,0.33,33,Sociologie,0,2,0,4,0,0
6288,Sociology,23,Massart,2019,295,18,5,3,2,0.6,60,Sociologie,2,1,0,1,0,1
6289,Sociology,23,Massart,2019,296,32,30,15,15,0.5,50,Sociologie,7,8,0,13,0,2
6290,Sociology,23,Massart,2019,297,15,11,6,5,0.55,55,Sociologie,4,2,0,4,0,1
6291,Sociology,23,Massart,2019,298,29,22,12,10,0.55,55,Sociologie,7,5,0,9,0,1
6292,Sociology,23,Massart,2019,299,10,7,1,6,0.14,14,Sociologie,0,1,0,4,1,1
6293,Sociology,23,Massart,2019,300,41,37,12,25,0.32,32,Sociologie,7,4,1,16,7,2
6294,Sociology,23,Massart,2019,301,23,6,4,2,0.67,67,Sociologie,3,1,0,1,0,1
6295,Sociology,23,Massart,2019,302,28,22,8,14,0.36,36,Sociologie,5,3,0,9,4,1
6296,Sociology,23,Massart,2019,303,7,4,1,3,0.25,25,Sociologie,1,0,0,1,1,1
6297,Sociology,23,Massart,2019,304,44,31,7,24,0.23,23,Sociologie,3,3,1,19,5,0
6298,Sociology,24,Gort,2019,305,20,10,2,8,0.2,20,Sociologie,0,2,0,5,2,1
6299,Sociology,24,Gort,2019,306,46,34,5,29,0.15,15,Sociologie,5,0,0,19,8,2
6300,Sociology,24,Gort,2019,307,31,12,4,8,0.33,33,Sociologie,3,1,0,5,3,0
6301,Sociology,24,Gort,2019,308,8,4,1,3,0.25,25,Sociologie,0,1,0,2,1,0
6302,Sociology,24,Gort,2019,309,23,19,2,17,0.11,11,Sociologie,1,1,0,11,6,0
6303,Sociology,24,Gort,2019,310,43,13,8,5,0.62,62,Sociologie,5,3,0,4,0,1
6304,Sociology,24,Gort,2019,311,17,13,2,11,0.15,15,Sociologie,0,2,0,7,3,1
6305,Sociology,24,Gort,2019,312,12,6,3,3,0.5,50,Sociologie,1,2,0,3,0,0
6306,Sociology,24,Gort,2019,313,12,7,2,5,0.29,29,Sociologie,1,1,0,3,1,1
6307,Sociology,24,Gort,2019,314,8,7,3,4,0.43,43,Sociologie,2,1,0,3,0,1
6308,Sociology,24,Gort,2019,315,8,8,1,7,0.12,12,Sociologie,1,0,0,4,2,1
6309,Sociology,24,Gort,2019,316,31,13,6,7,0.46,46,Sociologie,5,1,0,4,2,1
6310,Sociology,24,Gort,2019,317,10,10,1,9,0.1,10,Sociologie,0,1,0,6,3,0
6311,Sociology,24,Gort,2019,318,8,5,2,3,0.4,40,Sociologie,1,1,0,2,0,1
6312,Sociology,24,Gort,2019,319,29,14,1,13,0.07,7,Sociologie,0,1,0,8,4,1
6313,Sociology,24,Gort,2019,320,22,20,9,11,0.45,45,Sociologie,5,4,0,9,1,1
6314,Sociology,24,Gort,2019,321,34,15,5,10,0.33,33,Sociologie,3,2,0,6,3,1
6315,Sociology,24,Gort,2019,322,11,3,1,2,0.33,33,Sociologie,0,1,0,1,1,0
6316,Sociology,25,Drain,2019,323,5,2,1,1,0.5,50,Sociologie,0,1,0,1,0,0
6317,Sociology,25,Drain,2019,324,6,3,1,2,0.33,33,Sociologie,0,1,0,1,1,0
6318,Sociology,25,Drain,2019,325,16,5,1,4,0.2,20,Sociologie,1,0,0,3,1,0
6319,Sociology,25,Drain,2019,326,47,38,8,30,0.21,21,Sociologie,6,2,0,20,10,0
6320,Sociology,25,Drain,2019,327,38,38,5,33,0.13,13,Sociologie,5,0,0,20,11,2
6321,Sociology,25,Drain,2019,328,40,30,9,21,0.3,30,Sociologie,6,3,0,13,6,2
6322,Sociology,25,Drain,2019,329,14,4,1,3,0.25,25,Sociologie,0,1,0,2,1,0
6323,Sociology,25,Drain,2019,330,28,13,7,6,0.54,54,Sociologie,2,4,1,6,0,0
6324,Sociology,25,Drain,2019,331,15,10,4,6,0.4,40,Sociologie,2,2,0,4,1,1
6325,Sociology,25,Drain,2019,332,46,38,16,22,0.42,42,Sociologie,9,6,1,15,5,2
6326,Sociology,25,Drain,2019,333,34,17,1,16,0.06,6,Sociologie,1,0,0,11,5,0
6327,Sociology,25,Drain,2019,334,13,12,3,9,0.25,25,Sociologie,3,0,0,6,2,1
6328,Sociology,25,Drain,2019,335,24,7,1,6,0.14,14,Sociologie,0,1,0,4,1,1
6329,Sociology,25,Drain,2019,336,53,52,25,27,0.48,48,Sociologie,11,14,0,22,2,3
6330,Sociology,26,Marcil,2019,337,46,34,13,21,0.38,38,Sociologie,10,3,0,12,7,2
6331,Sociology,26,Marcil,2019,338,30,9,7,2,0.78,78,Sociologie,5,2,0,1,0,1
6332,Sociology,26,Marcil,2019,339,14,5,1,4,0.2,20,Sociologie,1,0,0,2,2,0
6333,Sociology,26,Marcil,2019,340,6,2,1,1,0.5,50,Sociologie,0,1,0,0,1,0
6334,Sociology,26,Marcil,2019,341,60,26,15,11,0.58,58,Sociologie,8,6,1,7,2,2
6335,Sociology,26,Marcil,2019,342,24,10,4,6,0.4,40,Sociologie,3,1,0,5,0,1
6336,Sociology,26,Marcil,2019,343,42,29,4,25,0.14,14,Sociologie,2,2,0,16,7,2
6337,Sociology,26,Marcil,2019,344,6,6,3,3,0.5,50,Sociologie,2,1,0,2,0,1
6338,Sociology,26,Marcil,2019,345,30,17,9,8,0.53,53,Sociologie,4,4,1,7,1,0
6339,Sociology,26,Marcil,2019,346,20,16,2,14,0.12,12,Sociologie,2,0,0,9,4,1
6340,Sociology,26,Marcil,2019,347,33,31,31,0,1.0,100,Sociologie,22,9,0,0,0,0
6341,Sociology,26,Marcil,2019,348,43,12,3,9,0.25,25,Sociologie,2,1,0,6,2,1
6342,Sociology,26,Marcil,2019,349,26,25,4,21,0.16,16,Sociologie,1,3,0,14,5,2
6343,Sociology,27,Pechin,2019,350,6,5,2,3,0.4,40,Sociologie,1,1,0,1,1,1
6344,Sociology,27,Pechin,2019,351,44,42,21,21,0.5,50,Sociologie,10,11,0,19,0,2
6345,Sociology,27,Pechin,2019,352,23,9,3,6,0.33,33,Sociologie,2,1,0,2,3,1
6346,Sociology,27,Pechin,2019,353,31,16,3,13,0.19,19,Sociologie,2,1,0,8,4,1
6347,Sociology,27,Pechin,2019,354,5,4,1,3,0.25,25,Sociologie,1,0,0,1,1,1
6348,Sociology,27,Pechin,2019,355,12,10,3,7,0.3,30,Sociologie,1,2,0,6,1,0
6349,Sociology,27,Pechin,2019,356,31,30,6,24,0.2,20,Sociologie,3,3,0,17,5,2
6350,Sociology,27,Pechin,2019,357,26,7,4,3,0.57,57,Sociologie,4,0,0,1,2,0
6351,Sociology,27,Pechin,2019,358,12,11,3,8,0.27,27,Sociologie,2,1,0,6,1,1
6352,Sociology,28,Delcour,2019,359,8,8,3,5,0.38,38,Sociologie,3,0,0,3,1,1
6353,Sociology,28,Delcour,2019,360,18,7,3,4,0.43,43,Sociologie,2,1,0,2,1,1
6354,Sociology,28,Delcour,2019,361,22,10,1,9,0.1,10,Sociologie,0,1,0,6,2,1
6355,Sociology,28,Delcour,2019,362,12,4,1,3,0.25,25,Sociologie,0,1,0,1,1,1
6356,Sociology,28,Delcour,2019,363,33,26,11,15,0.42,42,Sociologie,4,6,1,10,4,1
6357,Sociology,28,Delcour,2019,364,37,27,2,25,0.07,7,Sociologie,0,2,0,16,7,2
6358,Sociology,28,Delcour,2019,365,16,15,3,12,0.2,20,Sociologie,3,0,0,8,3,1
6359,Sociology,28,Delcour,2019,366,18,17,3,14,0.18,18,Sociologie,3,0,0,9,4,1
6360,Sociology,28,Delcour,2019,367,18,13,5,8,0.38,38,Sociologie,2,2,1,6,2,0
6361,Sociology,28,Delcour,2019,368,13,12,3,9,0.25,25,Sociologie,2,1,0,7,2,0
6362,History,29,Verdin,2019,369,6,4,2,2,0.5,50,Histoire,1,1,0,0,1,1
6363,History,29,Verdin,2019,370,15,8,2,6,0.25,25,Histoire,1,1,0,4,2,0
6364,History,29,Verdin,2019,371,37,26,8,18,0.31,31,Histoire,3,4,1,12,4,2
6365,History,29,Verdin,2019,372,35,11,2,9,0.18,18,Histoire,2,0,0,6,3,0
6366,History,29,Verdin,2019,373,11,11,2,9,0.18,18,Histoire,2,0,0,6,2,1
6367,History,29,Verdin,2019,374,19,6,1,5,0.17,17,Histoire,1,0,0,2,2,1
6368,History,29,Verdin,2019,375,6,3,1,2,0.33,33,Histoire,0,1,0,1,1,0
6369,History,29,Verdin,2019,376,6,6,3,3,0.5,50,Histoire,2,1,0,2,0,1
6370,History,29,Verdin,2019,377,8,7,2,5,0.29,29,Histoire,0,1,1,3,2,0
6371,History,29,Verdin,2019,378,8,6,3,3,0.5,50,Histoire,2,1,0,1,1,1
6372,History,29,Verdin,2019,379,14,4,2,2,0.5,50,Histoire,0,2,0,1,0,1
6373,History,29,Verdin,2019,380,10,5,5,0,1.0,100,Histoire,2,2,1,0,0,0
6374,History,29,Verdin,2019,381,21,10,4,6,0.4,40,Histoire,4,0,0,4,1,1
6375,History,29,Verdin,2019,382,13,11,3,8,0.27,27,Histoire,2,1,0,6,1,1
6376,History,29,Verdin,2019,383,21,20,4,16,0.2,20,Histoire,2,2,0,11,5,0
6377,History,29,Verdin,2019,384,10,4,3,1,0.75,75,Histoire,1,2,0,0,0,1
6378,History,29,Verdin,2019,385,40,35,9,26,0.26,26,Histoire,7,2,0,16,8,2
6379,History,29,Verdin,2019,386,60,53,43,10,0.81,81,Histoire,25,17,1,6,1,3
6380,History,29,Verdin,2019,387,14,6,1,5,0.17,17,Histoire,1,0,0,3,2,0
6381,History,29,Verdin,2019,388,15,11,4,7,0.36,36,Histoire,1,3,0,6,1,0
6382,History,30,Meserve,2019,389,28,20,5,15,0.25,25,Histoire,3,2,0,10,5,0
6383,History,30,Meserve,2019,390,11,11,2,9,0.18,18,Histoire,0,2,0,7,2,0
6384,History,30,Meserve,2019,391,25,18,2,16,0.11,11,Histoire,1,1,0,10,5,1
6385,History,30,Meserve,2019,392,14,9,4,5,0.44,44,Histoire,1,3,0,4,0,1
6386,History,30,Meserve,2019,393,10,8,4,4,0.5,50,Histoire,1,3,0,3,0,1
6387,History,30,Meserve,2019,394,38,29,14,15,0.48,48,Histoire,4,9,1,13,0,2
6388,History,30,Meserve,2019,395,11,4,1,3,0.25,25,Histoire,0,1,0,2,1,0
