,Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization
1910,18,Livernois,Sociology,2019,239,31,31,0,0.99,98,High Digitalization
1918,18,Livernois,Sociology,2019,240,32,1,31,0.02,2,Low Digitalization
1926,18,Livernois,Sociology,2019,241,13,9,4,0.67,67,Medium-High Digitalization
1934,18,Livernois,Sociology,2019,242,9,6,3,0.65,64,Medium-High Digitalization
1942,18,Livernois,Sociology,2019,243,27,5,22,0.17,16,Low Digitalization
1950,18,Livernois,Sociology,2019,244,12,12,0,1.0,100,High Digitalization
1958,18,Livernois,Sociology,2019,245,35,7,28,0.21,21,Medium-Low Digitalization
1966,18,Livernois,Sociology,2019,246,17,2,15,0.11,10,Low Digitalization
1974,18,Livernois,Sociology,2019,247,18,5,13,0.27,26,Medium-Low Digitalization
1982,18,Livernois,Sociology,2019,248,9,9,0,0.99,98,High Digitalization
1990,18,Livernois,Sociology,2019,249,10,2,8,0.23,22,Medium-Low Digitalization
1998,18,Livernois,Sociology,2019,250,47,19,28,0.4,40,Medium-Low Digitalization
2006,19,Amar,Sociology,2019,251,15,9,6,0.6,59,Medium-High Digitalization
2014,19,Amar,Sociology,2019,252,9,8,1,0.91,91,High Digitalization
2022,19,Amar,Sociology,2019,253,10,4,6,0.4,39,Medium-Low Digitalization
2030,19,Amar,Sociology,2019,254,31,14,17,0.44,44,Medium-Low Digitalization
2038,19,Amar,Sociology,2019,255,35,15,20,0.42,42,Medium-Low Digitalization
2046,19,Amar,Sociology,2019,256,49,8,41,0.17,17,Low Digitalization
2054,19,Amar,Sociology,2019,257,35,22,13,0.63,63,Medium-High Digitalization
2062,19,Amar,Sociology,2019,258,27,10,17,0.37,37,Medium-Low Digitalization
2070,19,Amar,Sociology,2019,259,46,3,43,0.07,7,Low Digitalization
2078,19,Amar,Sociology,2019,260,16,13,3,0.79,78,Medium-High Digitalization
2086,19,Amar,Sociology,2019,261,20,12,8,0.6,60,Medium-High Digitalization
2094,19,Amar,Sociology,2019,262,35,31,4,0.88,88,High Digitalization
2102,19,Amar,Sociology,2019,263,6,5,1,0.84,83,High Digitalization
2110,19,Amar,Sociology,2019,264,8,5,3,0.67,66,Medium-High Digitalization
2118,19,Amar,Sociology,2019,265,29,6,23,0.21,21,Medium-Low Digitalization
2126,20,Fontenette,Sociology,2019,266,16,0,16,0.01,1,Low Digitalization
2134,20,Fontenette,Sociology,2019,267,39,38,1,0.97,96,High Digitalization
2142,20,Fontenette,Sociology,2019,268,35,25,10,0.71,70,Medium-High Digitalization
2150,20,Fontenette,Sociology,2019,269,60,58,2,0.97,96,High Digitalization
2158,20,Fontenette,Sociology,2019,270,11,3,8,0.23,23,Medium-Low Digitalization
2166,20,Fontenette,Sociology,2019,271,24,17,7,0.72,71,Medium-High Digitalization
2174,20,Fontenette,Sociology,2019,272,10,10,0,1.0,99,High Digitalization
2182,20,Fontenette,Sociology,2019,273,24,1,23,0.03,3,Low Digitalization
2190,20,Fontenette,Sociology,2019,274,42,6,36,0.15,15,Low Digitalization
2198,20,Fontenette,Sociology,2019,275,47,28,19,0.59,58,Medium-High Digitalization
2206,20,Fontenette,Sociology,2019,276,17,0,17,0.01,1,Low Digitalization
2214,20,Fontenette,Sociology,2019,277,24,23,1,0.96,95,High Digitalization
2222,20,Fontenette,Sociology,2019,278,15,6,9,0.43,43,Medium-Low Digitalization
2230,20,Fontenette,Sociology,2019,279,35,32,3,0.92,92,High Digitalization
2238,21,Ravenel,Sociology,2019,280,18,0,18,0.01,1,Low Digitalization
2246,21,Ravenel,Sociology,2019,281,27,5,22,0.18,18,Low Digitalization
2254,21,Ravenel,Sociology,2019,282,36,36,0,0.99,98,High Digitalization
2262,21,Ravenel,Sociology,2019,283,13,5,8,0.37,37,Medium-Low Digitalization
2270,21,Ravenel,Sociology,2019,284,11,8,3,0.77,76,Medium-High Digitalization
2278,21,Ravenel,Sociology,2019,285,39,30,9,0.77,77,Medium-High Digitalization
2286,21,Ravenel,Sociology,2019,286,15,15,0,0.98,98,High Digitalization
2294,21,Ravenel,Sociology,2019,287,32,26,6,0.82,81,High Digitalization
2302,22,Graves,Sociology,2019,288,15,15,0,0.99,98,High Digitalization
2310,22,Graves,Sociology,2019,289,7,2,5,0.32,32,Medium-Low Digitalization
2318,22,Graves,Sociology,2019,290,9,2,7,0.19,18,Low Digitalization
2326,22,Graves,Sociology,2019,291,39,6,33,0.16,15,Low Digitalization
2334,22,Graves,Sociology,2019,292,14,4,10,0.3,29,Medium-Low Digitalization
2342,22,Graves,Sociology,2019,293,11,2,9,0.15,14,Low Digitalization
2350,22,Graves,Sociology,2019,294,39,32,7,0.83,82,High Digitalization
2358,22,Graves,Sociology,2019,295,25,24,1,0.98,97,High Digitalization
2366,22,Graves,Sociology,2019,296,35,25,10,0.7,70,Medium-High Digitalization
2374,22,Graves,Sociology,2019,297,9,4,5,0.41,41,Medium-Low Digitalization
2382,22,Graves,Sociology,2019,298,12,1,11,0.08,7,Low Digitalization
2390,22,Graves,Sociology,2019,299,6,1,5,0.21,21,Medium-Low Digitalization
2398,22,Graves,Sociology,2019,300,28,8,20,0.29,28,Medium-Low Digitalization
2406,22,Graves,Sociology,2019,301,22,0,22,0.02,2,Low Digitalization
2414,22,Graves,Sociology,2019,302,56,55,1,0.99,98,High Digitalization
2422,22,Graves,Sociology,2019,303,12,11,1,0.88,87,High Digitalization
2430,22,Graves,Sociology,2019,304,8,0,8,0.03,3,Low Digitalization
2438,22,Graves,Sociology,2019,305,5,5,0,0.99,98,High Digitalization
2446,22,Graves,Sociology,2019,306,19,10,9,0.54,54,Medium-High Digitalization
2454,23,Frere,Law,2019,307,21,14,7,0.65,65,Medium-High Digitalization
2462,23,Frere,Law,2019,308,14,14,0,0.99,98,High Digitalization
2470,23,Frere,Law,2019,309,6,1,5,0.15,15,Low Digitalization
2478,23,Frere,Law,2019,310,35,17,18,0.48,47,Medium-Low Digitalization
2486,23,Frere,Law,2019,311,5,2,3,0.32,32,Medium-Low Digitalization
2494,23,Frere,Law,2019,312,38,9,29,0.24,24,Medium-Low Digitalization
2502,23,Frere,Law,2019,313,27,13,14,0.48,48,Medium-Low Digitalization
2510,23,Frere,Law,2019,314,40,6,34,0.16,16,Low Digitalization
2518,24,Rochette,Law,2019,315,51,34,17,0.67,66,Medium-High Digitalization
2526,24,Rochette,Law,2019,316,13,13,0,1.0,99,High Digitalization
2534,24,Rochette,Law,2019,317,12,1,11,0.11,11,Low Digitalization
2542,24,Rochette,Law,2019,318,22,8,14,0.36,35,Medium-Low Digitalization
2550,24,Rochette,Law,2019,319,25,13,12,0.51,50,Medium-Low Digitalization
2558,24,Rochette,Law,2019,320,60,10,50,0.16,16,Low Digitalization
2566,25,Michaud,Law,2019,321,35,12,23,0.34,34,Medium-Low Digitalization
2574,25,Michaud,Law,2019,322,12,7,5,0.57,57,Medium-High Digitalization
2582,25,Michaud,Law,2019,323,35,13,22,0.36,35,Medium-Low Digitalization
2590,25,Michaud,Law,2019,324,5,5,0,0.97,96,High Digitalization
2598,25,Michaud,Law,2019,325,54,41,13,0.77,76,Medium-High Digitalization
2606,25,Michaud,Law,2019,326,15,5,10,0.36,36,Medium-Low Digitalization
2614,25,Michaud,Law,2019,327,8,7,1,0.89,88,High Digitalization
2622,25,Michaud,Law,2019,328,7,0,7,0.01,1,Low Digitalization
2630,25,Michaud,Law,2019,329,29,23,6,0.79,79,Medium-High Digitalization
2638,26,Grosjean,Law,2019,330,14,7,7,0.51,50,Medium-Low Digitalization
2646,26,Grosjean,Law,2019,331,26,20,6,0.77,76,Medium-High Digitalization
2654,26,Grosjean,Law,2019,332,9,4,5,0.46,45,Medium-Low Digitalization
2662,26,Grosjean,Law,2019,333,10,2,8,0.15,15,Low Digitalization
2670,26,Grosjean,Law,2019,334,14,2,12,0.16,16,Low Digitalization
2678,26,Grosjean,Law,2019,335,10,10,0,0.97,96,High Digitalization
2686,26,Grosjean,Law,2019,336,23,22,1,0.93,93,High Digitalization
2694,26,Grosjean,Law,2019,337,10,1,9,0.05,5,Low Digitalization
2702,26,Grosjean,Law,2019,338,29,4,25,0.14,14,Low Digitalization
2710,26,Grosjean,Law,2019,339,11,3,8,0.29,29,Medium-Low Digitalization
2718,26,Grosjean,Law,2019,340,29,18,11,0.63,63,Medium-High Digitalization
2726,26,Grosjean,Law,2019,341,10,2,8,0.16,15,Low Digitalization
2734,26,Grosjean,Law,2019,342,5,0,5,0.02,2,Low Digitalization
2742,26,Grosjean,Law,2019,343,9,6,3,0.71,70,Medium-High Digitalization
2750,26,Grosjean,Law,2019,344,29,6,23,0.21,21,Medium-Low Digitalization
2758,26,Grosjean,Law,2019,345,7,3,4,0.48,47,Medium-Low Digitalization
2766,26,Grosjean,Law,2019,346,10,7,3,0.73,73,Medium-High Digitalization
2774,26,Grosjean,Law,2019,347,36,7,29,0.2,20,Low Digitalization
2782,26,Grosjean,Law,2019,348,17,2,15,0.11,11,Low Digitalization
2790,26,Grosjean,Law,2019,349,33,28,5,0.86,86,High Digitalization
2798,26,Grosjean,Law,2019,350,8,2,6,0.21,20,Low Digitalization
2806,26,Grosjean,Law,2019,351,6,2,4,0.36,35,Medium-Low Digitalization
2814,26,Grosjean,Law,2019,352,11,2,9,0.16,16,Low Digitalization
2822,27,Milbert,Law,2019,353,39,23,16,0.58,57,Medium-High Digitalization
2830,27,Milbert,Law,2019,354,9,8,1,0.89,88,High Digitalization
2838,27,Milbert,Law,2019,355,6,4,2,0.65,65,Medium-High Digitalization
2846,27,Milbert,Law,2019,356,9,7,2,0.75,75,Medium-High Digitalization
2854,27,Milbert,Law,2019,357,52,1,51,0.02,2,Low Digitalization
2862,27,Milbert,Law,2019,358,42,22,20,0.53,52,Medium-High Digitalization
2870,27,Milbert,Law,2019,359,10,4,6,0.39,38,Medium-Low Digitalization
2878,27,Milbert,Law,2019,360,25,7,18,0.28,28,Medium-Low Digitalization
2886,27,Milbert,Law,2019,361,21,8,13,0.4,40,Medium-Low Digitalization
2894,27,Milbert,Law,2019,362,34,30,4,0.87,86,High Digitalization
2902,27,Milbert,Law,2019,363,10,10,0,0.99,99,High Digitalization
2910,27,Milbert,Law,2019,364,38,2,36,0.06,6,Low Digitalization
2918,27,Milbert,Law,2019,365,9,0,9,0.02,2,Low Digitalization
2926,27,Milbert,Law,2019,366,39,34,5,0.88,88,High Digitalization
2934,27,Milbert,Law,2019,367,11,10,1,0.95,95,High Digitalization
2942,27,Milbert,Law,2019,368,28,17,11,0.6,59,Medium-High Digitalization
2950,28,Sicotte,Law,2019,369,19,6,13,0.34,34,Medium-Low Digitalization
2958,28,Sicotte,Law,2019,370,58,50,8,0.85,85,High Digitalization
2966,28,Sicotte,Law,2019,371,14,8,6,0.56,55,Medium-High Digitalization
2974,28,Sicotte,Law,2019,372,30,19,11,0.65,64,Medium-High Digitalization
2982,28,Sicotte,Law,2019,373,19,9,10,0.45,44,Medium-Low Digitalization
2990,28,Sicotte,Law,2019,374,9,2,7,0.28,27,Medium-Low Digitalization
2998,28,Sicotte,Law,2019,375,10,1,9,0.14,13,Low Digitalization
3006,28,Sicotte,Law,2019,376,9,5,4,0.52,51,Medium-High Digitalization
3014,28,Sicotte,Law,2019,377,7,4,3,0.51,50,Medium-Low Digitalization
3022,28,Sicotte,Law,2019,378,40,32,8,0.81,80,Medium-High Digitalization
3030,28,Sicotte,Law,2019,379,12,11,1,0.92,91,High Digitalization
3038,28,Sicotte,Law,2019,380,50,1,49,0.02,2,Low Digitalization
3046,28,Sicotte,Law,2019,381,10,8,2,0.82,81,High Digitalization
3054,28,Sicotte,Law,2019,382,37,18,19,0.49,49,Medium-Low Digitalization
3062,28,Sicotte,Law,2019,383,20,0,20,0.01,1,Low Digitalization
3070,28,Sicotte,Law,2019,384,33,15,18,0.46,46,Medium-Low Digitalization
3078,29,Doyon,Law,2019,385,12,8,4,0.63,63,Medium-High Digitalization
3086,29,Doyon,Law,2019,386,7,1,6,0.14,14,Low Digitalization
3094,29,Doyon,Law,2019,387,7,5,2,0.73,73,Medium-High Digitalization
3102,29,Doyon,Law,2019,388,52,7,45,0.13,13,Low Digitalization
3110,29,Doyon,Law,2019,389,6,2,4,0.27,27,Medium-Low Digitalization
3118,29,Doyon,Law,2019,390,17,16,1,0.95,94,High Digitalization
3126,29,Doyon,Law,2019,391,37,22,15,0.6,59,Medium-High Digitalization
3134,29,Doyon,Law,2019,392,19,4,15,0.18,18,Low Digitalization
3142,29,Doyon,Law,2019,393,13,1,12,0.05,5,Low Digitalization
3150,29,Doyon,Law,2019,394,23,7,16,0.3,30,Medium-Low Digitalization
3158,29,Doyon,Law,2019,395,11,11,0,1.0,99,High Digitalization
3166,29,Doyon,Law,2019,396,25,3,22,0.11,10,Low Digitalization
3174,29,Doyon,Law,2019,397,59,24,35,0.4,40,Medium-Low Digitalization
3182,29,Doyon,Law,2019,398,16,16,0,1.0,100,High Digitalization
3190,29,Doyon,Law,2019,399,6,3,3,0.45,44,Medium-Low Digitalization
3198,29,Doyon,Law,2019,400,25,6,18,0.26,26,Medium-Low Digitalization
3206,29,Doyon,Law,2019,401,22,4,18,0.16,16,Low Digitalization
3214,29,Doyon,Law,2019,402,10,8,2,0.84,83,High Digitalization
3222,30,Lard,Law,2019,403,20,13,7,0.66,65,Medium-High Digitalization
3230,30,Lard,Law,2019,404,40,23,17,0.58,58,Medium-High Digitalization
3238,30,Lard,Law,2019,405,25,25,0,0.99,99,High Digitalization
3246,30,Lard,Law,2019,406,9,6,3,0.72,71,Medium-High Digitalization
3254,30,Lard,Law,2019,407,30,28,2,0.92,92,High Digitalization
3262,30,Lard,Law,2019,408,5,1,4,0.16,16,Low Digitalization
3270,30,Lard,Law,2019,409,34,16,18,0.46,46,Medium-Low Digitalization
3278,30,Lard,Law,2019,410,10,6,4,0.57,56,Medium-High Digitalization
3286,30,Lard,Law,2019,411,15,6,9,0.41,40,Medium-Low Digitalization
3294,31,Michelin,Engineering,2019,412,24,20,4,0.84,83,High Digitalization
3302,31,Michelin,Engineering,2019,413,19,8,11,0.44,44,Medium-Low Digitalization
3310,31,Michelin,Engineering,2019,414,37,15,22,0.41,40,Medium-Low Digitalization
3318,31,Michelin,Engineering,2019,415,30,22,8,0.72,71,Medium-High Digitalization
3326,31,Michelin,Engineering,2019,416,40,34,6,0.84,83,High Digitalization
3334,31,Michelin,Engineering,2019,417,43,36,7,0.84,84,High Digitalization
3342,31,Michelin,Engineering,2019,418,10,3,7,0.32,31,Medium-Low Digitalization
3350,31,Michelin,Engineering,2019,419,11,7,4,0.64,64,Medium-High Digitalization
3358,31,Michelin,Engineering,2019,420,23,9,14,0.4,39,Medium-Low Digitalization
3366,31,Michelin,Engineering,2019,421,14,13,1,0.95,95,High Digitalization
3374,31,Michelin,Engineering,2019,422,6,1,5,0.17,17,Low Digitalization
3382,31,Michelin,Engineering,2019,423,9,9,0,1.0,99,High Digitalization
3390,31,Michelin,Engineering,2019,424,15,3,12,0.17,17,Low Digitalization
3398,31,Michelin,Engineering,2019,425,9,4,5,0.4,39,Medium-Low Digitalization
3406,31,Michelin,Engineering,2019,426,11,1,10,0.06,6,Low Digitalization
3414,31,Michelin,Engineering,2019,427,32,32,0,0.99,98,High Digitalization
3422,31,Michelin,Engineering,2019,428,38,22,16,0.59,58,Medium-High Digitalization
3430,32,Dusseault,Engineering,2019,429,13,12,1,0.93,93,High Digitalization
3438,32,Dusseault,Engineering,2019,430,11,5,6,0.41,41,Medium-Low Digitalization
3446,32,Dusseault,Engineering,2019,431,5,5,0,0.9,90,High Digitalization
3454,32,Dusseault,Engineering,2019,432,57,10,47,0.17,17,Low Digitalization
3462,32,Dusseault,Engineering,2019,433,21,16,5,0.75,74,Medium-High Digitalization
3470,32,Dusseault,Engineering,2019,434,16,11,5,0.66,66,Medium-High Digitalization
3478,32,Dusseault,Engineering,2019,435,33,29,4,0.87,86,High Digitalization
3486,32,Dusseault,Engineering,2019,436,11,5,6,0.46,45,Medium-Low Digitalization
3494,32,Dusseault,Engineering,2019,437,23,3,20,0.13,12,Low Digitalization
3502,32,Dusseault,Engineering,2019,438,35,2,33,0.07,6,Low Digitalization
3510,32,Dusseault,Engineering,2019,439,33,31,2,0.93,93,High Digitalization
3518,32,Dusseault,Engineering,2019,440,7,6,1,0.86,86,High Digitalization
3526,32,Dusseault,Engineering,2019,441,14,3,11,0.21,20,Low Digitalization
3534,32,Dusseault,Engineering,2019,442,5,1,4,0.22,21,Medium-Low Digitalization
3542,32,Dusseault,Engineering,2019,443,29,18,11,0.61,61,Medium-High Digitalization
3550,32,Dusseault,Engineering,2019,444,11,5,6,0.45,45,Medium-Low Digitalization
3558,32,Dusseault,Engineering,2019,445,8,4,4,0.55,54,Medium-High Digitalization
3566,32,Dusseault,Engineering,2019,446,30,18,12,0.59,59,Medium-High Digitalization
3574,32,Dusseault,Engineering,2019,447,22,20,2,0.93,93,High Digitalization
3582,33,Malboeuf,Engineering,2019,448,6,5,1,0.76,76,Medium-High Digitalization
3590,33,Malboeuf,Engineering,2019,449,18,10,8,0.54,54,Medium-High Digitalization
3598,33,Malboeuf,Engineering,2019,450,23,12,11,0.53,53,Medium-High Digitalization
3606,33,Malboeuf,Engineering,2019,451,14,13,1,0.9,90,High Digitalization
3614,33,Malboeuf,Engineering,2019,452,12,2,10,0.16,16,Low Digitalization
3622,33,Malboeuf,Engineering,2019,453,30,1,29,0.02,2,Low Digitalization
3630,33,Malboeuf,Engineering,2019,454,23,1,22,0.05,5,Low Digitalization
3638,33,Malboeuf,Engineering,2019,455,7,1,6,0.11,10,Low Digitalization
3646,33,Malboeuf,Engineering,2019,456,8,2,6,0.24,23,Medium-Low Digitalization
3654,33,Malboeuf,Engineering,2019,457,60,50,10,0.83,82,High Digitalization
3662,33,Malboeuf,Engineering,2019,458,6,0,6,0.06,5,Low Digitalization
3670,33,Malboeuf,Engineering,2019,459,29,16,13,0.54,53,Medium-High Digitalization
3678,33,Malboeuf,Engineering,2019,460,22,18,4,0.83,82,High Digitalization
3686,33,Malboeuf,Engineering,2019,461,36,3,33,0.08,8,Low Digitalization
3694,33,Malboeuf,Engineering,2019,462,11,2,9,0.15,14,Low Digitalization
3702,33,Malboeuf,Engineering,2019,463,22,20,2,0.92,91,High Digitalization
3710,33,Malboeuf,Engineering,2019,464,37,22,15,0.6,59,Medium-High Digitalization
3718,33,Malboeuf,Engineering,2019,465,34,10,24,0.29,28,Medium-Low Digitalization
3726,34,Edin,Engineering,2019,466,19,11,8,0.59,58,Medium-High Digitalization
3734,34,Edin,Engineering,2019,467,38,15,23,0.38,38,Medium-Low Digitalization
3742,34,Edin,Engineering,2019,468,32,19,13,0.6,59,Medium-High Digitalization
3750,34,Edin,Engineering,2019,469,5,1,4,0.23,23,Medium-Low Digitalization
3758,34,Edin,Engineering,2019,470,37,37,0,0.99,98,High Digitalization
3766,34,Edin,Engineering,2019,471,21,7,14,0.32,31,Medium-Low Digitalization
3774,34,Edin,Engineering,2019,472,31,8,23,0.26,26,Medium-Low Digitalization
3782,35,Bressan,Engineering,2019,473,11,9,2,0.77,77,Medium-High Digitalization
3790,35,Bressan,Engineering,2019,474,24,4,20,0.19,18,Low Digitalization
3798,35,Bressan,Engineering,2019,475,39,9,30,0.22,22,Medium-Low Digitalization
3806,35,Bressan,Engineering,2019,476,33,29,4,0.86,86,High Digitalization
3814,35,Bressan,Engineering,2019,477,28,5,23,0.17,17,Low Digitalization
3822,35,Bressan,Engineering,2019,478,24,11,13,0.48,47,Medium-Low Digitalization
3830,35,Bressan,Engineering,2019,479,16,13,3,0.82,82,High Digitalization
3838,35,Bressan,Engineering,2019,480,14,6,8,0.45,44,Medium-Low Digitalization
3846,36,Arcement,Engineering,2019,481,15,9,6,0.59,58,Medium-High Digitalization
3854,36,Arcement,Engineering,2019,482,31,17,14,0.54,53,Medium-High Digitalization
3862,36,Arcement,Engineering,2019,483,12,3,9,0.26,25,Medium-Low Digitalization
3870,36,Arcement,Engineering,2019,484,6,4,2,0.7,69,Medium-High Digitalization
3878,36,Arcement,Engineering,2019,485,36,19,17,0.53,53,Medium-High Digitalization
3886,36,Arcement,Engineering,2019,486,29,24,5,0.84,84,High Digitalization
3894,36,Arcement,Engineering,2019,487,8,2,6,0.25,24,Medium-Low Digitalization
3902,36,Arcement,Engineering,2019,488,40,7,33,0.17,17,Low Digitalization
3910,36,Arcement,Engineering,2019,489,16,4,12,0.26,26,Medium-Low Digitalization
3918,36,Arcement,Engineering,2019,490,45,11,34,0.24,24,Medium-Low Digitalization
3926,36,Arcement,Engineering,2019,491,13,0,13,0.02,2,Low Digitalization
3934,36,Arcement,Engineering,2019,492,39,34,5,0.88,87,High Digitalization
3942,36,Arcement,Engineering,2019,493,11,11,0,1.0,99,High Digitalization
3950,36,Arcement,Engineering,2019,494,13,8,5,0.62,62,Medium-High Digitalization
3958,36,Arcement,Engineering,2019,495,17,15,2,0.9,89,High Digitalization
3966,36,Arcement,Engineering,2019,496,9,7,2,0.76,76,Medium-High Digitalization
3974,36,Arcement,Engineering,2019,497,11,8,3,0.69,69,Medium-High Digitalization
3982,36,Arcement,Engineering,2019,498,33,19,14,0.57,56,Medium-High Digitalization
3990,37,Gayton,Management,2019,499,26,7,19,0.28,27,Medium-Low Digitalization
3998,37,Gayton,Management,2019,500,14,5,9,0.33,33,Medium-Low Digitalization
4006,37,Gayton,Management,2019,501,7,7,0,0.96,96,High Digitalization
4014,37,Gayton,Management,2019,502,6,1,5,0.09,8,Low Digitalization
4022,37,Gayton,Management,2019,503,36,18,18,0.51,50,Medium-Low Digitalization
4030,37,Gayton,Management,2019,504,6,2,4,0.29,29,Medium-Low Digitalization
4038,37,Gayton,Management,2019,505,34,8,26,0.23,22,Medium-Low Digitalization
4046,37,Gayton,Management,2019,506,11,3,8,0.23,23,Medium-Low Digitalization
4054,37,Gayton,Management,2019,507,7,6,1,0.91,90,High Digitalization
4062,37,Gayton,Management,2019,508,16,5,11,0.29,29,Medium-Low Digitalization
4070,37,Gayton,Management,2019,509,39,15,24,0.38,37,Medium-Low Digitalization
4078,37,Gayton,Management,2019,510,24,17,7,0.7,69,Medium-High Digitalization
4086,37,Gayton,Management,2019,511,40,38,2,0.95,94,High Digitalization
4094,37,Gayton,Management,2019,512,7,1,6,0.07,7,Low Digitalization
4102,37,Gayton,Management,2019,513,32,14,18,0.43,42,Medium-Low Digitalization
4110,37,Gayton,Management,2019,514,34,30,4,0.87,87,High Digitalization
4118,37,Gayton,Management,2019,515,32,22,10,0.68,68,Medium-High Digitalization
4126,38,Tally,Management,2019,516,10,8,2,0.76,76,Medium-High Digitalization
4134,38,Tally,Management,2019,517,33,23,10,0.7,69,Medium-High Digitalization
4142,38,Tally,Management,2019,518,24,12,12,0.49,48,Medium-Low Digitalization
4150,38,Tally,Management,2019,519,40,16,24,0.41,40,Medium-Low Digitalization
4158,38,Tally,Management,2019,520,17,0,17,0.01,1,Low Digitalization
4166,38,Tally,Management,2019,521,17,15,2,0.9,90,High Digitalization
4174,38,Tally,Management,2019,522,23,16,7,0.7,69,Medium-High Digitalization
4182,38,Tally,Management,2019,523,33,8,25,0.23,23,Medium-Low Digitalization
4190,38,Tally,Management,2019,524,27,1,26,0.02,2,Low Digitalization
4198,38,Tally,Management,2019,525,31,1,30,0.02,2,Low Digitalization
4206,38,Tally,Management,2019,526,25,19,6,0.77,77,Medium-High Digitalization
4214,38,Tally,Management,2019,527,8,2,6,0.26,26,Medium-Low Digitalization
4222,38,Tally,Management,2019,528,23,9,14,0.39,38,Medium-Low Digitalization
4230,38,Tally,Management,2019,529,54,17,37,0.32,32,Medium-Low Digitalization
4238,39,Munier,Management,2019,530,19,8,11,0.4,40,Medium-Low Digitalization
4246,39,Munier,Management,2019,531,40,5,35,0.13,12,Low Digitalization
4254,39,Munier,Management,2019,532,40,9,31,0.22,21,Medium-Low Digitalization
4262,39,Munier,Management,2019,533,29,11,18,0.38,37,Medium-Low Digitalization
4270,39,Munier,Management,2019,534,15,1,14,0.03,3,Low Digitalization
4278,39,Munier,Management,2019,535,31,18,13,0.58,57,Medium-High Digitalization
4286,39,Munier,Management,2019,536,24,14,10,0.58,58,Medium-High Digitalization
4294,40,Pleau,Management,2019,537,14,6,8,0.42,42,Medium-Low Digitalization
4302,40,Pleau,Management,2019,538,30,3,27,0.08,8,Low Digitalization
4310,40,Pleau,Management,2019,539,36,35,1,0.98,97,High Digitalization
4318,40,Pleau,Management,2019,540,26,26,0,1.0,99,High Digitalization
4326,40,Pleau,Management,2019,541,10,8,2,0.8,79,Medium-High Digitalization
4334,40,Pleau,Management,2019,542,9,4,5,0.48,47,Medium-Low Digitalization
4342,40,Pleau,Management,2019,543,20,9,11,0.43,43,Medium-Low Digitalization
4350,40,Pleau,Management,2019,544,11,3,8,0.28,28,Medium-Low Digitalization
4358,40,Pleau,Management,2019,545,12,11,1,0.92,92,High Digitalization
4366,40,Pleau,Management,2019,546,10,3,7,0.26,25,Medium-Low Digitalization
4374,40,Pleau,Management,2019,547,14,11,3,0.82,82,High Digitalization
4382,41,Millon,Management,2019,548,49,15,34,0.32,31,Medium-Low Digitalization
4390,41,Millon,Management,2019,549,19,11,8,0.58,57,Medium-High Digitalization
4398,41,Millon,Management,2019,550,12,5,7,0.44,44,Medium-Low Digitalization
4406,41,Millon,Management,2019,551,34,11,23,0.32,32,Medium-Low Digitalization
4414,41,Millon,Management,2019,552,8,8,0,0.97,96,High Digitalization
4422,41,Millon,Management,2019,553,37,14,23,0.38,37,Medium-Low Digitalization
4430,41,Millon,Management,2019,554,25,25,0,0.99,99,High Digitalization
4438,41,Millon,Management,2019,555,34,34,0,1.0,100,High Digitalization
4446,41,Millon,Management,2019,556,24,3,21,0.11,10,Low Digitalization
4454,41,Millon,Management,2019,557,53,15,38,0.29,28,Medium-Low Digitalization
4462,41,Millon,Management,2019,558,8,7,1,0.83,83,High Digitalization
4470,41,Millon,Management,2019,559,30,26,4,0.85,85,High Digitalization
4478,41,Millon,Management,2019,560,40,28,12,0.69,69,Medium-High Digitalization
4486,42,Sandoz,Management,2019,561,27,2,25,0.09,8,Low Digitalization
4494,42,Sandoz,Management,2019,562,54,11,43,0.21,20,Low Digitalization
4502,42,Sandoz,Management,2019,563,30,27,3,0.89,89,High Digitalization
4510,42,Sandoz,Management,2019,564,19,18,1,0.96,96,High Digitalization
4518,42,Sandoz,Management,2019,565,13,3,10,0.2,19,Low Digitalization
4526,42,Sandoz,Management,2019,566,35,3,32,0.09,9,Low Digitalization
4534,42,Sandoz,Management,2019,567,19,12,7,0.63,62,Medium-High Digitalization
4542,42,Sandoz,Management,2019,568,7,5,2,0.73,72,Medium-High Digitalization
4550,42,Sandoz,Management,2019,569,24,2,22,0.1,9,Low Digitalization
4558,42,Sandoz,Management,2019,570,10,2,8,0.16,16,Low Digitalization
4566,42,Sandoz,Management,2019,571,16,6,10,0.37,37,Medium-Low Digitalization
4574,42,Sandoz,Management,2019,572,9,6,3,0.71,71,Medium-High Digitalization
4582,42,Sandoz,Management,2019,573,22,6,16,0.26,26,Medium-Low Digitalization
4590,42,Sandoz,Management,2019,574,7,7,0,0.98,97,High Digitalization
4598,42,Sandoz,Management,2019,575,10,3,7,0.25,25,Medium-Low Digitalization
4606,42,Sandoz,Management,2019,576,19,15,4,0.78,77,Medium-High Digitalization
4614,42,Sandoz,Management,2019,577,5,3,2,0.67,66,Medium-High Digitalization
4622,42,Sandoz,Management,2019,578,34,32,2,0.94,94,High Digitalization
4630,42,Sandoz,Management,2019,579,8,2,6,0.24,23,Medium-Low Digitalization
4638,43,Totin,Management,2019,580,33,26,7,0.8,79,Medium-High Digitalization
