,Universite,Departement,Teacher_ID,Teacher_Name,Teacher_Gender,Teacher_Seniority,Teacher_Digit,Teacher_Ress
794,La Rochelle,Histoire,65,Blouin,Homme,Moins de 5 ans,15.17,Antérieure à 2018
795,La Rochelle,Histoire,66,Molaison,Femme,Moins de 5 ans,28.33,Au cours de l'année 2020 à 2021
796,La Rochelle,Histoire,67,Marc,Non Spécifié,Plus de 15 ans,24.06,Antérieure à 2018
797,La Rochelle,Histoire,68,Branche,Femme,Moins de 5 ans,22.19,Au cours de l'année 2020 à 2021
798,La Rochelle,Histoire,69,Rodrigue,Femme,Moins de 5 ans,31.44,Au cours de l'année 2020 à 2021
799,La Rochelle,Histoire,70,Bargeron,Homme,Moins de 5 ans,30.38,Au cours des années 2018 à 2020
800,La Rochelle,Histoire,71,Pay,Femme,Moins de 5 ans,31.86,Au cours de l'année 2020 à 2021
801,La Rochelle,Histoire,72,Grau,Homme,Moins de 5 ans,20.81,Antérieure à 2018
802,La Rochelle,Histoire,73,Plantier,Femme,Plus de 15 ans,0,Jamais
803,La Rochelle,Histoire,74,Dionne,Homme,Plus de 15 ans,0,Jamais
804,La Rochelle,Histoire,75,Monin,Homme,Entre 5 et 15 ans,0,Jamais
805,La Rochelle,Histoire,76,Mesnard,Femme,Moins de 5 ans,18.4,Au cours des années 2018 à 2020
806,La Rochelle,Histoire,77,Graner,Femme,Moins de 5 ans,18.02,Au cours de l'année 2020 à 2021
807,La Rochelle,Histoire,78,Clarin,Homme,Moins de 5 ans,34.25,Au cours de l'année 2020 à 2021
808,La Rochelle,Histoire,79,Mace,Femme,Moins de 5 ans,15.11,Antérieure à 2018
809,La Rochelle,Histoire,80,Sarazin,Non Spécifié,Moins de 5 ans,0,Jamais
810,La Rochelle,Histoire,81,Choiniere,Femme,Plus de 15 ans,21.16,Antérieure à 2018
811,La Rochelle,Histoire,82,Champagne,Femme,Entre 5 et 15 ans,20.61,Au cours de l'année 2020 à 2021
812,La Rochelle,Histoire,83,Lovette,Femme,Entre 5 et 15 ans,26.39,Au cours des années 2018 à 2020
813,La Rochelle,Histoire,84,Marcin,Femme,Entre 5 et 15 ans,30.91,Au cours des années 2018 à 2020
814,La Rochelle,Histoire,85,Meservey,Homme,Plus de 15 ans,32.29,Antérieure à 2018
815,La Rochelle,Histoire,86,Brossard,Femme,Plus de 15 ans,16.82,Antérieure à 2018
816,La Rochelle,Histoire,87,Theriault,Homme,Entre 5 et 15 ans,0,Jamais
817,La Rochelle,Histoire,88,Fruit,Homme,Entre 5 et 15 ans,0,Jamais
818,La Rochelle,Histoire,89,Bonte,Homme,Entre 5 et 15 ans,28.21,Au cours des années 2018 à 2020
819,La Rochelle,Histoire,90,Duplechin,Femme,Moins de 5 ans,27.22,Au cours des années 2018 à 2020
820,La Rochelle,Histoire,91,Courtois,Homme,Entre 5 et 15 ans,15.93,Antérieure à 2018
821,La Rochelle,Histoire,92,Maute,Homme,Moins de 5 ans,26.68,Au cours de l'année 2020 à 2021
822,La Rochelle,Histoire,93,Manseau,Homme,Entre 5 et 15 ans,0,Jamais
823,La Rochelle,Histoire,94,Lazare,Homme,Moins de 5 ans,0,Jamais
824,La Rochelle,Histoire,95,St. Amour,Homme,Entre 5 et 15 ans,26.98,Au cours des années 2018 à 2020
825,La Rochelle,Histoire,96,Talbert,Femme,Moins de 5 ans,34.62,Au cours des années 2018 à 2020
826,La Rochelle,Histoire,97,Tavernier,Homme,Entre 5 et 15 ans,19.74,Au cours des années 2018 à 2020
827,La Rochelle,Histoire,98,Valois,Femme,Entre 5 et 15 ans,34.87,Antérieure à 2018
828,La Rochelle,Histoire,99,Deville,Homme,Plus de 15 ans,25.46,Antérieure à 2018
829,La Rochelle,Histoire,100,Jasmine,Homme,Plus de 15 ans,32.1,Antérieure à 2018
830,La Rochelle,Histoire,101,Rivest,Homme,Plus de 15 ans,33.88,Antérieure à 2018
831,La Rochelle,Histoire,102,Gaumond,Femme,Moins de 5 ans,25.79,Au cours des années 2018 à 2020
832,La Rochelle,Histoire,103,Sartin,Femme,Plus de 15 ans,0,Jamais
833,La Rochelle,Histoire,104,Langlais,Homme,Plus de 15 ans,0,Jamais
834,La Rochelle,Histoire,105,Auclair,Homme,Entre 5 et 15 ans,17.33,Au cours des années 2018 à 2020
835,La Rochelle,Histoire,106,Rideau,Homme,Moins de 5 ans,31.97,Au cours de l'année 2020 à 2021
836,La Rochelle,Histoire,107,Otter,Homme,Plus de 15 ans,24.62,Antérieure à 2018
837,La Rochelle,Histoire,108,Faucheux,Homme,Plus de 15 ans,0,Jamais
838,La Rochelle,Histoire,109,Agard,Homme,Plus de 15 ans,31.77,Au cours des années 2018 à 2020
839,La Rochelle,Histoire,110,Brouse,Homme,Plus de 15 ans,15.95,Au cours des années 2018 à 2020
840,La Rochelle,Histoire,111,Fremin,Femme,Moins de 5 ans,0,Jamais
841,La Rochelle,Histoire,112,Picon,Homme,Entre 5 et 15 ans,21.97,Au cours de l'année 2020 à 2021
842,La Rochelle,Histoire,113,Salles,Homme,Moins de 5 ans,30.66,Au cours de l'année 2020 à 2021
843,La Rochelle,Histoire,114,Marcou,Femme,Moins de 5 ans,33.38,Au cours de l'année 2020 à 2021
844,La Rochelle,Histoire,115,Laclaire,Femme,Plus de 15 ans,0,Jamais
845,La Rochelle,Histoire,116,Bellavance,Femme,Plus de 15 ans,34.11,Antérieure à 2018
846,La Rochelle,Histoire,117,Mathy,Femme,Entre 5 et 15 ans,33.19,Au cours des années 2018 à 2020
847,La Rochelle,Histoire,118,St. Germain,Homme,Plus de 15 ans,30.7,Antérieure à 2018
848,La Rochelle,Histoire,119,Mineau,Homme,Moins de 5 ans,25.05,Au cours des années 2018 à 2020
849,La Rochelle,Histoire,120,Delcambre,Homme,Plus de 15 ans,29.49,Au cours des années 2018 à 2020
850,La Rochelle,Histoire,121,Jadin,Homme,Moins de 5 ans,33.73,Antérieure à 2018
851,La Rochelle,Histoire,122,Gilson,Femme,Plus de 15 ans,17.8,Antérieure à 2018
852,La Rochelle,Mathématiques,123,Duchamp,Homme,Entre 5 et 15 ans,38.76,Au cours de l'année 2020 à 2021
853,La Rochelle,Mathématiques,124,Bollier,Femme,Moins de 5 ans,35.61,Antérieure à 2018
854,La Rochelle,Mathématiques,125,Valade,Femme,Moins de 5 ans,43.32,Antérieure à 2018
855,La Rochelle,Mathématiques,126,Berne,Homme,Entre 5 et 15 ans,49.95,Antérieure à 2018
856,La Rochelle,Mathématiques,127,Eric,Homme,Plus de 15 ans,50.49,Au cours de l'année 2020 à 2021
857,La Rochelle,Mathématiques,128,Perret,Femme,Entre 5 et 15 ans,43.15,Antérieure à 2018
858,La Rochelle,Mathématiques,129,Cessna,Homme,Moins de 5 ans,47.53,Au cours de l'année 2020 à 2021
859,La Rochelle,Mathématiques,130,Clermont,Homme,Moins de 5 ans,37.51,Au cours des années 2018 à 2020
860,La Rochelle,Mathématiques,131,France,Homme,Plus de 15 ans,0,Jamais
861,La Rochelle,Mathématiques,132,Chavanne,Femme,Plus de 15 ans,45.55,Antérieure à 2018
862,La Rochelle,Mathématiques,133,Autry,Non Spécifié,Entre 5 et 15 ans,47.36,Au cours des années 2018 à 2020
863,La Rochelle,Mathématiques,134,Lance,Homme,Plus de 15 ans,37.94,Antérieure à 2018
864,La Rochelle,Mathématiques,135,Moye,Homme,Moins de 5 ans,39.7,Au cours de l'année 2020 à 2021
865,La Rochelle,Mathématiques,136,Lasure,Homme,Plus de 15 ans,47.13,Au cours de l'année 2020 à 2021
866,La Rochelle,Mathématiques,137,Monsour,Homme,Moins de 5 ans,37.79,Au cours de l'année 2020 à 2021
867,La Rochelle,Mathématiques,138,Gastineau,Homme,Plus de 15 ans,44.72,Antérieure à 2018
868,La Rochelle,Mathématiques,139,Trempe,Homme,Entre 5 et 15 ans,35.96,Au cours de l'année 2020 à 2021
869,La Rochelle,Mathématiques,140,Boysel,Femme,Plus de 15 ans,0,Jamais
870,La Rochelle,Mathématiques,141,Regimbal,Femme,Moins de 5 ans,48.22,Au cours de l'année 2020 à 2021
871,La Rochelle,Mathématiques,142,Morain,Femme,Plus de 15 ans,46.9,Au cours des années 2018 à 2020
872,La Rochelle,Mathématiques,143,Gabe,Homme,Entre 5 et 15 ans,53.9,Au cours de l'année 2020 à 2021
873,La Rochelle,Mathématiques,144,Sand,Non Spécifié,Entre 5 et 15 ans,0,Jamais
874,La Rochelle,Mathématiques,145,Chevallier,Femme,Moins de 5 ans,49.68,Au cours de l'année 2020 à 2021
875,La Rochelle,Mathématiques,146,Lard,Femme,Plus de 15 ans,0,Jamais
876,La Rochelle,Mathématiques,147,Bossart,Homme,Plus de 15 ans,47.28,Au cours des années 2018 à 2020
877,La Rochelle,Mathématiques,148,Dion,Homme,Entre 5 et 15 ans,42.32,Au cours de l'année 2020 à 2021
878,La Rochelle,Mathématiques,149,Senechal,Femme,Plus de 15 ans,0,Jamais
879,La Rochelle,Mathématiques,150,Laprairie,Non Spécifié,Moins de 5 ans,51.9,Au cours de l'année 2020 à 2021
880,La Rochelle,Mathématiques,151,Marois,Homme,Plus de 15 ans,38.27,Au cours de l'année 2020 à 2021
881,La Rochelle,Mathématiques,152,Dauzat,Homme,Moins de 5 ans,50.59,Au cours des années 2018 à 2020
882,La Rochelle,Mathématiques,153,Maranville,Femme,Entre 5 et 15 ans,47.41,Au cours des années 2018 à 2020
883,La Rochelle,Mathématiques,154,Lanoue,Femme,Entre 5 et 15 ans,35.63,Au cours de l'année 2020 à 2021
884,La Rochelle,Mathématiques,155,Debar,Homme,Plus de 15 ans,51.67,Au cours des années 2018 à 2020
885,La Rochelle,Mathématiques,156,Cartier,Femme,Moins de 5 ans,41.33,Au cours de l'année 2020 à 2021
886,La Rochelle,Mathématiques,157,Gadbois,Femme,Entre 5 et 15 ans,52.52,Au cours des années 2018 à 2020
887,La Rochelle,Mathématiques,158,Certain,Femme,Moins de 5 ans,51.35,Au cours de l'année 2020 à 2021
888,La Rochelle,Mathématiques,159,Babin,Femme,Plus de 15 ans,49.46,Antérieure à 2018
889,La Rochelle,Mathématiques,160,Doyon,Homme,Entre 5 et 15 ans,51.11,Au cours des années 2018 à 2020
890,La Rochelle,Mathématiques,161,Amedee,Homme,Plus de 15 ans,48.88,Antérieure à 2018
891,La Rochelle,Mathématiques,162,Trepagnier,Femme,Moins de 5 ans,40.59,Au cours de l'année 2020 à 2021
892,La Rochelle,Mathématiques,163,Favro,Femme,Moins de 5 ans,45.27,Au cours de l'année 2020 à 2021
893,La Rochelle,Mathématiques,164,Cales,Femme,Moins de 5 ans,0,Jamais
894,La Rochelle,Mathématiques,165,Orvin,Homme,Moins de 5 ans,47.9,Antérieure à 2018
895,La Rochelle,Mathématiques,166,Halbert,Femme,Entre 5 et 15 ans,0,Jamais
896,La Rochelle,Mathématiques,167,Goddu,Non Spécifié,Entre 5 et 15 ans,42.57,Au cours des années 2018 à 2020
897,La Rochelle,Mathématiques,168,Rousselle,Femme,Moins de 5 ans,40.42,Au cours de l'année 2020 à 2021
898,La Rochelle,Mathématiques,169,Harang,Femme,Entre 5 et 15 ans,35.24,Au cours de l'année 2020 à 2021
899,La Rochelle,Mathématiques,170,Boutet,Homme,Plus de 15 ans,37.42,Antérieure à 2018
900,La Rochelle,Mathématiques,171,Faile,Femme,Plus de 15 ans,0,Jamais
901,La Rochelle,Mathématiques,172,Girardeau,Femme,Moins de 5 ans,53.44,Au cours de l'année 2020 à 2021
902,La Rochelle,Mathématiques,173,Guite,Homme,Plus de 15 ans,52.5,Au cours des années 2018 à 2020
903,La Rochelle,Mathématiques,174,Dubuisson,Homme,Plus de 15 ans,51.06,Antérieure à 2018
904,La Rochelle,Mathématiques,175,Vigeant,Homme,Moins de 5 ans,35.42,Au cours de l'année 2020 à 2021
905,La Rochelle,Mathématiques,176,Lacombe,Homme,Plus de 15 ans,48.89,Antérieure à 2018
906,La Rochelle,Mathématiques,177,Bonnin,Femme,Entre 5 et 15 ans,36.99,Au cours des années 2018 à 2020
907,La Rochelle,Mathématiques,178,Barrineau,Femme,Entre 5 et 15 ans,0,Jamais
908,La Rochelle,Mathématiques,179,Dustin,Femme,Entre 5 et 15 ans,39.88,Antérieure à 2018
909,La Rochelle,Mathématiques,180,Bardes,Femme,Moins de 5 ans,35.93,Antérieure à 2018
910,La Rochelle,Mathématiques,181,Batton,Homme,Moins de 5 ans,41.69,Au cours de l'année 2020 à 2021
911,La Rochelle,Mathématiques,182,Labruyere,Homme,Entre 5 et 15 ans,36.67,Au cours de l'année 2020 à 2021
912,La Rochelle,Mathématiques,183,Lanouette,Femme,Moins de 5 ans,35.7,Au cours des années 2018 à 2020
913,La Rochelle,Mathématiques,184,Toupin,Femme,Plus de 15 ans,0,Jamais
914,La Rochelle,Mathématiques,185,Laguerre,Femme,Plus de 15 ans,36.01,Au cours des années 2018 à 2020
915,La Rochelle,Mathématiques,186,Bisson,Homme,Entre 5 et 15 ans,41.77,Antérieure à 2018
916,La Rochelle,Mathématiques,187,Gerdon,Homme,Plus de 15 ans,0,Jamais
917,La Rochelle,Mathématiques,188,Crotteau,Femme,Plus de 15 ans,0,Jamais
918,La Rochelle,Mathématiques,189,Guin,Femme,Entre 5 et 15 ans,41.87,Au cours des années 2018 à 2020
919,La Rochelle,Mathématiques,190,Lataille,Femme,Entre 5 et 15 ans,39.29,Antérieure à 2018
920,La Rochelle,Mathématiques,191,Lafontaine,Homme,Entre 5 et 15 ans,43.86,Au cours de l'année 2020 à 2021
921,La Rochelle,Mathématiques,192,St. Ores,Femme,Plus de 15 ans,43.06,Antérieure à 2018
922,La Rochelle,Mathématiques,193,Trenchard,Femme,Plus de 15 ans,0,Jamais
923,La Rochelle,Mathématiques,194,Contee,Femme,Entre 5 et 15 ans,47.48,Au cours de l'année 2020 à 2021
924,La Rochelle,Mathématiques,195,Pion,Homme,Moins de 5 ans,35.37,Au cours de l'année 2020 à 2021
925,La Rochelle,Mathématiques,196,Loges,Femme,Plus de 15 ans,0,Jamais
926,La Rochelle,Mathématiques,197,Mauger,Homme,Plus de 15 ans,45.98,Au cours des années 2018 à 2020
927,La Rochelle,Mathématiques,198,Drago,Non Spécifié,Moins de 5 ans,47.15,Antérieure à 2018
928,La Rochelle,Mathématiques,199,Ancelet,Femme,Entre 5 et 15 ans,54.72,Antérieure à 2018
929,La Rochelle,Mathématiques,200,Longtin,Homme,Moins de 5 ans,40.28,Au cours de l'année 2020 à 2021
930,La Rochelle,Mathématiques,201,Leuck,Homme,Plus de 15 ans,0,Jamais
931,La Rochelle,Mathématiques,202,Merry,Homme,Moins de 5 ans,47.88,Au cours de l'année 2020 à 2021
932,La Rochelle,Mathématiques,203,Moreton,Homme,Plus de 15 ans,51.64,Au cours des années 2018 à 2020
933,La Rochelle,Mathématiques,204,Vital,Homme,Entre 5 et 15 ans,45.4,Au cours des années 2018 à 2020
934,La Rochelle,Mathématiques,205,Auguste,Homme,Plus de 15 ans,44.77,Antérieure à 2018
935,La Rochelle,Mathématiques,206,Ouimet,Homme,Moins de 5 ans,43.95,Au cours des années 2018 à 2020
936,La Rochelle,Mathématiques,207,Charpentier,Homme,Entre 5 et 15 ans,49.42,Au cours des années 2018 à 2020
937,La Rochelle,Informatique,208,Babel,Femme,Moins de 5 ans,38.0,Au cours de l'année 2020 à 2021
938,La Rochelle,Informatique,209,Jaquette,Homme,Moins de 5 ans,62.94,Au cours des années 2018 à 2020
939,La Rochelle,Informatique,210,Payseur,Homme,Moins de 5 ans,54.3,Au cours de l'année 2020 à 2021
940,La Rochelle,Informatique,211,Bibeau,Homme,Plus de 15 ans,63.94,Au cours des années 2018 à 2020
941,La Rochelle,Informatique,212,Gavin,Homme,Plus de 15 ans,40.72,Au cours des années 2018 à 2020
942,La Rochelle,Informatique,213,Tourdot,Homme,Entre 5 et 15 ans,40.11,Antérieure à 2018
943,La Rochelle,Informatique,214,Gaspar,Femme,Moins de 5 ans,46.85,Au cours de l'année 2020 à 2021
944,La Rochelle,Informatique,215,Bastin,Femme,Moins de 5 ans,49.58,Antérieure à 2018
945,La Rochelle,Informatique,216,Henrion,Femme,Entre 5 et 15 ans,42.57,Au cours des années 2018 à 2020
946,La Rochelle,Informatique,217,Chenault,Femme,Moins de 5 ans,37.87,Au cours de l'année 2020 à 2021
947,La Rochelle,Informatique,218,Frappier,Femme,Entre 5 et 15 ans,45.08,Au cours des années 2018 à 2020
948,La Rochelle,Informatique,219,Hazel,Femme,Moins de 5 ans,0,Jamais
949,La Rochelle,Informatique,220,Dulong,Homme,Moins de 5 ans,54.83,Au cours de l'année 2020 à 2021
950,La Rochelle,Informatique,221,Deblois,Femme,Moins de 5 ans,38.25,Au cours de l'année 2020 à 2021
951,La Rochelle,Informatique,222,Brault,Femme,Moins de 5 ans,41.75,Au cours de l'année 2020 à 2021
952,La Rochelle,Informatique,223,Lariviere,Homme,Moins de 5 ans,48.0,Antérieure à 2018
953,La Rochelle,Informatique,224,De George,Femme,Moins de 5 ans,44.42,Au cours de l'année 2020 à 2021
954,La Rochelle,Informatique,225,Desir,Homme,Moins de 5 ans,61.32,Au cours de l'année 2020 à 2021
955,La Rochelle,Informatique,226,Traver,Homme,Entre 5 et 15 ans,41.68,Au cours de l'année 2020 à 2021
956,La Rochelle,Informatique,227,Hance,Femme,Entre 5 et 15 ans,46.56,Au cours des années 2018 à 2020
957,La Rochelle,Informatique,228,Danger,Homme,Moins de 5 ans,64.3,Au cours des années 2018 à 2020
958,La Rochelle,Informatique,229,Bady,Femme,Moins de 5 ans,37.45,Au cours de l'année 2020 à 2021
959,La Rochelle,Informatique,230,Ballin,Homme,Moins de 5 ans,54.91,Au cours de l'année 2020 à 2021
960,La Rochelle,Informatique,231,Gerou,Femme,Plus de 15 ans,0,Jamais
961,La Rochelle,Informatique,232,Delorge,Homme,Moins de 5 ans,50.53,Au cours de l'année 2020 à 2021
962,La Rochelle,Informatique,233,Blache,Femme,Moins de 5 ans,44.33,Au cours de l'année 2020 à 2021
963,La Rochelle,Informatique,234,Celestin,Femme,Moins de 5 ans,48.58,Au cours des années 2018 à 2020
964,La Rochelle,Informatique,235,Goy,Femme,Moins de 5 ans,49.1,Au cours des années 2018 à 2020
965,La Rochelle,Informatique,236,Lozon,Femme,Moins de 5 ans,35.2,Au cours de l'année 2020 à 2021
966,La Rochelle,Informatique,237,Chapin,Non Spécifié,Plus de 15 ans,51.07,Au cours de l'année 2020 à 2021
967,La Rochelle,Informatique,238,Laut,Homme,Moins de 5 ans,42.73,Au cours des années 2018 à 2020
968,La Rochelle,Informatique,239,Picot,Homme,Entre 5 et 15 ans,55.9,Antérieure à 2018
969,La Rochelle,Informatique,240,Rossin,Homme,Moins de 5 ans,41.05,Au cours de l'année 2020 à 2021
970,La Rochelle,Informatique,241,Laperriere,Non Spécifié,Entre 5 et 15 ans,49.3,Au cours de l'année 2020 à 2021
971,La Rochelle,Informatique,242,Theil,Femme,Plus de 15 ans,43.05,Au cours des années 2018 à 2020
972,La Rochelle,Informatique,243,Chiasson,Femme,Moins de 5 ans,35.83,Antérieure à 2018
973,La Rochelle,Informatique,244,Drouin,Femme,Entre 5 et 15 ans,36.52,Antérieure à 2018
974,La Rochelle,Informatique,245,Fugere,Homme,Moins de 5 ans,50.69,Au cours des années 2018 à 2020
975,La Rochelle,Informatique,246,Marcelle,Homme,Moins de 5 ans,59.69,Au cours de l'année 2020 à 2021
976,La Rochelle,Informatique,247,Giguere,Femme,Moins de 5 ans,40.21,Au cours des années 2018 à 2020
977,La Rochelle,Informatique,248,Lauzon,Non Spécifié,Moins de 5 ans,44.23,Au cours de l'année 2020 à 2021
978,La Rochelle,Informatique,249,Robe,Homme,Moins de 5 ans,55.54,Au cours des années 2018 à 2020
979,La Rochelle,Informatique,250,Couvillion,Homme,Entre 5 et 15 ans,60.64,Antérieure à 2018
980,La Rochelle,Informatique,251,St. Clair,Femme,Entre 5 et 15 ans,40.7,Antérieure à 2018
981,La Rochelle,Informatique,252,Loth,Femme,Moins de 5 ans,46.5,Au cours de l'année 2020 à 2021
982,La Rochelle,Informatique,253,Mole,Femme,Moins de 5 ans,45.33,Au cours des années 2018 à 2020
983,La Rochelle,Informatique,254,Verdon,Homme,Entre 5 et 15 ans,54.13,Antérieure à 2018
984,La Rochelle,Informatique,255,Cassin,Non Spécifié,Moins de 5 ans,46.83,Antérieure à 2018
985,La Rochelle,Informatique,256,Aubuchon,Homme,Moins de 5 ans,51.94,Au cours des années 2018 à 2020
986,La Rochelle,Informatique,257,Lesperance,Femme,Moins de 5 ans,36.12,Au cours de l'année 2020 à 2021
987,La Rochelle,Informatique,258,Ury,Homme,Moins de 5 ans,47.8,Au cours des années 2018 à 2020
988,La Rochelle,Informatique,259,Marcille,Femme,Plus de 15 ans,0,Jamais
989,La Rochelle,Informatique,260,Chopin,Femme,Moins de 5 ans,47.41,Au cours de l'année 2020 à 2021
990,La Rochelle,Informatique,261,Mathurin,Femme,Moins de 5 ans,47.8,Antérieure à 2018
991,La Rochelle,Informatique,262,Champoux,Femme,Entre 5 et 15 ans,36.92,Au cours des années 2018 à 2020
992,La Rochelle,Informatique,263,Dagenais,Femme,Entre 5 et 15 ans,43.69,Au cours de l'année 2020 à 2021
993,La Rochelle,Informatique,264,Dumont,Femme,Moins de 5 ans,42.46,Au cours de l'année 2020 à 2021
994,La Rochelle,Informatique,265,Labbee,Femme,Moins de 5 ans,42.52,Au cours de l'année 2020 à 2021
995,La Rochelle,Informatique,266,Gauvin,Femme,Entre 5 et 15 ans,49.2,Antérieure à 2018
996,La Rochelle,Informatique,267,Leon,Homme,Moins de 5 ans,59.76,Au cours de l'année 2020 à 2021
997,La Rochelle,Informatique,268,Jubert,Homme,Entre 5 et 15 ans,58.36,Antérieure à 2018
998,La Rochelle,Informatique,269,Valois,Femme,Entre 5 et 15 ans,49.49,Antérieure à 2018
999,La Rochelle,Informatique,270,Buisson,Femme,Moins de 5 ans,45.53,Au cours de l'année 2020 à 2021
1000,La Rochelle,Informatique,271,Perrott,Homme,Moins de 5 ans,51.15,Au cours de l'année 2020 à 2021
1001,La Rochelle,Informatique,272,Omer,Femme,Moins de 5 ans,46.46,Au cours de l'année 2020 à 2021
1002,La Rochelle,Informatique,273,Rivet,Non Spécifié,Moins de 5 ans,53.5,Au cours de l'année 2020 à 2021
1003,La Rochelle,Informatique,274,Breon,Femme,Moins de 5 ans,47.41,Antérieure à 2018
1004,La Rochelle,Informatique,275,Ge,Femme,Plus de 15 ans,35.32,Au cours des années 2018 à 2020
1005,La Rochelle,Informatique,276,Rebel,Femme,Moins de 5 ans,36.58,Au cours des années 2018 à 2020
1006,La Rochelle,Informatique,277,Bourret,Femme,Entre 5 et 15 ans,43.4,Au cours des années 2018 à 2020
1007,La Rochelle,Informatique,278,Pellerin,Femme,Moins de 5 ans,47.93,Antérieure à 2018
1008,La Rochelle,Économie,279,Trudel,Femme,Entre 5 et 15 ans,0,Jamais
1009,La Rochelle,Économie,280,Campeau,Homme,Entre 5 et 15 ans,38.98,Au cours des années 2018 à 2020
1010,La Rochelle,Économie,281,Canipe,Non Spécifié,Moins de 5 ans,25.22,Au cours de l'année 2020 à 2021
1011,La Rochelle,Économie,282,Philemon,Homme,Entre 5 et 15 ans,37.71,Au cours de l'année 2020 à 2021
1012,La Rochelle,Économie,283,Tebeau,Homme,Plus de 15 ans,0,Jamais
1013,La Rochelle,Économie,284,Ruelle,Homme,Entre 5 et 15 ans,31.4,Antérieure à 2018
1014,La Rochelle,Économie,285,Bosarge,Non Spécifié,Plus de 15 ans,29.33,Antérieure à 2018
1015,La Rochelle,Économie,286,Banse,Homme,Entre 5 et 15 ans,0,Jamais
1016,La Rochelle,Économie,287,Phaneuf,Femme,Plus de 15 ans,23.77,Au cours de l'année 2020 à 2021
1017,La Rochelle,Économie,288,Gorin,Femme,Plus de 15 ans,0,Jamais
1018,La Rochelle,Économie,289,Soulier,Homme,Entre 5 et 15 ans,21.31,Antérieure à 2018
1019,La Rochelle,Économie,290,Faurot,Femme,Plus de 15 ans,0,Jamais
1020,La Rochelle,Économie,291,Denier,Homme,Entre 5 et 15 ans,22.75,Au cours des années 2018 à 2020
1021,La Rochelle,Économie,292,Perrott,Femme,Plus de 15 ans,27.49,Antérieure à 2018
1022,La Rochelle,Économie,293,Lahaye,Non Spécifié,Moins de 5 ans,21.75,Au cours de l'année 2020 à 2021
1023,La Rochelle,Économie,294,Tondreau,Femme,Moins de 5 ans,36.39,Au cours des années 2018 à 2020
1024,La Rochelle,Économie,295,Bur,Femme,Entre 5 et 15 ans,39.6,Au cours de l'année 2020 à 2021
1025,La Rochelle,Économie,296,Isadore,Non Spécifié,Entre 5 et 15 ans,38.35,Antérieure à 2018
1026,La Rochelle,Économie,297,Lamothe,Homme,Entre 5 et 15 ans,26.88,Au cours de l'année 2020 à 2021
1027,La Rochelle,Économie,298,Bercegeay,Homme,Moins de 5 ans,24.37,Au cours de l'année 2020 à 2021
1028,La Rochelle,Économie,299,Chappuis,Homme,Entre 5 et 15 ans,36.46,Au cours de l'année 2020 à 2021
1029,La Rochelle,Économie,300,Sabot,Homme,Moins de 5 ans,27.92,Au cours des années 2018 à 2020
1030,La Rochelle,Économie,301,Croteau,Femme,Moins de 5 ans,21.57,Au cours de l'année 2020 à 2021
1031,La Rochelle,Économie,302,Bossier,Femme,Entre 5 et 15 ans,29.41,Antérieure à 2018
1032,La Rochelle,Économie,303,Thomassie,Femme,Entre 5 et 15 ans,27.26,Au cours de l'année 2020 à 2021
1033,La Rochelle,Économie,304,Lubin,Non Spécifié,Entre 5 et 15 ans,25.17,Antérieure à 2018
1034,La Rochelle,Économie,305,Leva,Homme,Entre 5 et 15 ans,36.23,Antérieure à 2018
1035,La Rochelle,Économie,306,Espy,Femme,Entre 5 et 15 ans,21.86,Au cours de l'année 2020 à 2021
1036,La Rochelle,Économie,307,Frigon,Femme,Entre 5 et 15 ans,38.1,Antérieure à 2018
1037,La Rochelle,Économie,308,Leib,Femme,Entre 5 et 15 ans,28.7,Antérieure à 2018
1038,La Rochelle,Économie,309,Carriveau,Femme,Entre 5 et 15 ans,25.6,Antérieure à 2018
1039,La Rochelle,Économie,310,Chapel,Femme,Plus de 15 ans,0,Jamais
1040,La Rochelle,Économie,311,Verrette,Femme,Plus de 15 ans,36.35,Au cours des années 2018 à 2020
1041,La Rochelle,Économie,312,Gregorie,Homme,Entre 5 et 15 ans,34.76,Au cours des années 2018 à 2020
1042,La Rochelle,Économie,313,Privott,Homme,Moins de 5 ans,26.8,Au cours de l'année 2020 à 2021
1043,La Rochelle,Économie,314,Spoo,Femme,Entre 5 et 15 ans,31.55,Au cours des années 2018 à 2020
1044,La Rochelle,Économie,315,Juillerat,Non Spécifié,Plus de 15 ans,26.96,Au cours de l'année 2020 à 2021
1045,La Rochelle,Économie,316,Delahoussaye,Femme,Plus de 15 ans,22.72,Au cours des années 2018 à 2020
1046,La Rochelle,Économie,317,Deneau,Homme,Plus de 15 ans,0,Jamais
1047,La Rochelle,Économie,318,Maheu,Femme,Entre 5 et 15 ans,33.29,Au cours des années 2018 à 2020
1048,La Rochelle,Économie,319,Moret,Non Spécifié,Moins de 5 ans,26.27,Au cours des années 2018 à 2020
1049,La Rochelle,Économie,320,Brochu,Homme,Moins de 5 ans,25.34,Au cours de l'année 2020 à 2021
1050,La Rochelle,Économie,321,Chancy,Non Spécifié,Plus de 15 ans,38.13,Au cours des années 2018 à 2020
1051,La Rochelle,Économie,322,Prevatt,Femme,Entre 5 et 15 ans,36.54,Au cours des années 2018 à 2020
1052,La Rochelle,Économie,323,Armand,Non Spécifié,Entre 5 et 15 ans,31.55,Au cours des années 2018 à 2020
