,Unnamed: 0,Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_Quiz_1H,Number_Quiz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H,Basic_Sequence,Advanced_Sequence
6839,1799,16,Leveque,Sociology,2020,225,39,38,1,0.98,98,High Digitalization,24,11,3,6,8,3,17,0,0,0,6,5,3,3,0,0,0,Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Exam-Exam-Vid-Vid-Quiz,Quiz1H-Quiz2H-Quiz2H-Vid4H-Vid4H-Vid4H-Exam1H-Quiz2H-Exam1H-Quiz1H-Exam1H-Quiz1H-Vid4H-Vid4H-Vid4H-Quiz1H-Quiz1H
6840,1807,16,Leveque,Sociology,2020,226,54,17,37,0.32,31,Medium-Low Digitalization,9,7,1,4,5,1,10,1,1,2,0,3,2,1,0,0,0,Quiz-Quiz-Exam-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid,Exam1H-Vid1H-Vid3H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Quiz2H-Vid2H
6841,1815,17,Spenard,Sociology,2020,227,13,4,9,0.3,29,Medium-Low Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0,Vid-Quiz-Quiz,Quiz1H-Quiz1H-Vid2H
6842,1823,17,Spenard,Sociology,2020,228,10,7,3,0.66,66,Medium-High Digitalization,2,3,2,1,2,2,5,0,1,0,0,1,1,2,0,0,0,Exam-Exam-Quiz-Quiz-Vid,Vid2H-Quiz2H-Exam1H-Quiz1H-Exam1H
6843,1831,17,Spenard,Sociology,2020,229,32,0,32,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6844,1839,17,Spenard,Sociology,2020,230,50,6,44,0.13,12,Low Digitalization,3,3,0,1,3,0,4,0,0,1,0,3,0,0,0,0,0,Quiz-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Vid3H-Quiz1H
6845,1847,17,Spenard,Sociology,2020,231,14,8,6,0.55,54,Medium-High Digitalization,2,4,2,1,4,2,7,0,1,0,0,4,0,2,0,0,0,Quiz-Exam-Exam-Quiz-Vid-Quiz-Quiz,Quiz1H-Exam1H-Quiz1H-Exam1H-Vid2H-Quiz1H-Quiz1H
6846,1855,17,Spenard,Sociology,2020,232,33,20,13,0.6,59,Medium-High Digitalization,7,10,3,2,7,2,11,0,0,1,1,4,3,1,1,0,0,Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Exam-Exam,Vid4H-Quiz2H-Quiz2H-Quiz1H-Exam2H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid3H-Quiz2H
6847,1863,17,Spenard,Sociology,2020,233,34,34,0,0.99,98,High Digitalization,21,11,2,16,9,1,26,11,5,0,0,7,2,0,1,0,0,Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Exam-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid,Vid1H-Vid1H-Vid2H-Vid1H-Quiz2H-Vid2H-Vid1H-Vid1H-Vid2H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid2H-Exam2H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H
6848,1871,18,Livernois,Sociology,2020,234,30,16,14,0.53,53,Medium-High Digitalization,7,7,2,3,7,1,11,1,1,0,1,7,0,0,1,0,0,Quiz-Quiz-Exam-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Exam2H-Quiz1H
6849,1879,18,Livernois,Sociology,2020,235,15,14,1,0.94,93,High Digitalization,5,6,3,4,5,3,12,3,1,0,0,4,1,3,0,0,0,Exam-Exam-Vid-Quiz-Vid-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Vid,Vid2H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Exam1H-Exam1H-Vid1H-Exam1H-Quiz1H
6850,1887,18,Livernois,Sociology,2020,236,30,10,20,0.33,32,Medium-Low Digitalization,4,5,1,2,5,1,8,0,2,0,0,5,0,1,0,0,0,Quiz-Vid-Vid-Quiz-Quiz-Exam-Quiz-Quiz,Quiz1H-Vid2H-Vid2H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
6851,1895,18,Livernois,Sociology,2020,237,15,2,13,0.17,16,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Vid1H-Quiz1H
6852,1903,18,Livernois,Sociology,2020,238,15,9,6,0.57,56,Medium-High Digitalization,3,4,2,2,3,1,6,1,1,0,0,2,1,0,1,0,0,Exam-Quiz-Quiz-Vid-Vid-Quiz,Vid2H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Exam2H
6853,1911,18,Livernois,Sociology,2020,239,31,31,0,1.0,99,High Digitalization,14,14,3,6,14,3,23,2,1,2,1,14,0,3,0,0,0,Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Exam-Quiz-Quiz-Exam-Exam-Vid-Vid,Quiz1H-Vid3H-Exam1H-Exam1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H
6854,1919,18,Livernois,Sociology,2020,240,32,1,31,0.02,2,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
6855,1927,18,Livernois,Sociology,2020,241,13,9,4,0.72,72,Medium-High Digitalization,3,4,2,2,4,1,7,1,1,0,0,4,0,0,1,0,0,Quiz-Quiz-Vid-Quiz-Quiz-Exam-Vid,Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Exam2H
6856,1935,18,Livernois,Sociology,2020,242,9,6,3,0.71,70,Medium-High Digitalization,3,2,1,2,1,1,4,1,1,0,0,0,1,1,0,0,0,Vid-Exam-Vid-Quiz,Exam1H-Quiz2H-Vid1H-Vid2H
6857,1943,18,Livernois,Sociology,2020,243,27,5,22,0.19,19,Low Digitalization,2,3,0,1,3,0,4,0,1,0,0,3,0,0,0,0,0,Quiz-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Vid2H-Quiz1H
6858,1951,18,Livernois,Sociology,2020,244,12,12,0,1.0,100,High Digitalization,7,3,2,5,2,2,9,4,0,1,0,1,1,2,0,0,0,Quiz-Vid-Exam-Quiz-Vid-Exam-Vid-Vid-Vid,Exam1H-Vid1H-Vid3H-Quiz2H-Vid1H-Exam1H-Vid1H-Quiz1H-Vid1H
6859,1959,18,Livernois,Sociology,2020,245,35,9,26,0.26,26,Medium-Low Digitalization,4,4,1,2,4,1,7,0,2,0,0,4,0,1,0,0,0,Vid-Vid-Quiz-Quiz-Exam-Quiz-Quiz,Quiz1H-Quiz1H-Vid2H-Exam1H-Quiz1H-Vid2H-Quiz1H
6860,1967,18,Livernois,Sociology,2020,246,17,2,15,0.12,11,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Vid1H-Quiz1H
6861,1975,18,Livernois,Sociology,2020,247,18,6,12,0.32,32,Medium-Low Digitalization,4,2,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,Quiz-Vid,Vid4H-Quiz2H
6862,1983,18,Livernois,Sociology,2020,248,9,9,0,0.99,99,High Digitalization,4,5,0,1,5,0,6,0,0,0,1,5,0,0,0,0,0,Quiz-Quiz-Quiz-Quiz-Vid-Quiz,Quiz1H-Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
6863,1991,18,Livernois,Sociology,2020,249,10,3,7,0.28,27,Medium-Low Digitalization,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid2H
6864,1999,18,Livernois,Sociology,2020,250,47,19,28,0.41,40,Medium-Low Digitalization,8,9,2,7,9,1,17,6,1,0,0,9,0,0,1,0,0,Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Exam,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Exam2H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H
6865,2007,19,Amar,Sociology,2020,251,15,11,4,0.73,72,Medium-High Digitalization,3,6,2,1,3,2,6,0,0,1,0,0,3,2,0,0,0,Quiz-Exam-Quiz-Quiz-Vid-Exam,Quiz2H-Vid3H-Quiz2H-Quiz2H-Exam1H-Exam1H
6866,2015,19,Amar,Sociology,2020,252,9,9,0,0.96,96,High Digitalization,4,3,2,3,2,1,6,2,1,0,0,1,1,0,1,0,0,Exam-Vid-Vid-Quiz-Vid-Quiz,Quiz2H-Vid1H-Vid1H-Vid2H-Quiz1H-Exam2H
6867,2023,19,Amar,Sociology,2020,253,10,5,5,0.49,48,Medium-Low Digitalization,2,3,0,2,3,0,5,2,0,0,0,3,0,0,0,0,0,Vid-Quiz-Quiz-Vid-Quiz,Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H
6868,2031,19,Amar,Sociology,2020,254,31,15,16,0.49,49,Medium-Low Digitalization,10,3,2,4,2,1,7,0,3,0,1,1,1,0,1,0,0,Vid-Vid-Exam-Quiz-Vid-Vid-Quiz,Vid2H-Vid2H-Quiz1H-Quiz2H-Vid2H-Exam2H-Vid4H
6869,2039,19,Amar,Sociology,2020,255,35,18,17,0.53,52,Medium-High Digitalization,9,7,2,5,6,1,12,3,0,2,0,5,1,0,1,0,0,Exam-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz,Vid3H-Vid3H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Exam2H-Quiz1H-Vid1H-Quiz1H
6870,2047,19,Amar,Sociology,2020,256,49,9,40,0.18,17,Low Digitalization,3,4,2,3,3,1,7,3,0,0,0,2,1,0,1,0,0,Vid-Vid-Exam-Quiz-Vid-Quiz-Quiz,Vid1H-Vid1H-Vid1H-Quiz1H-Quiz2H-Quiz1H-Exam2H
6871,2055,19,Amar,Sociology,2020,257,35,26,9,0.75,74,Medium-High Digitalization,11,13,2,9,10,1,20,8,0,1,0,7,3,0,1,0,0,Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Exam-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Exam2H-Quiz1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Quiz2H-Vid3H-Vid1H-Quiz2H-Vid1H
6872,2063,19,Amar,Sociology,2020,258,27,11,16,0.4,40,Medium-Low Digitalization,3,5,3,3,4,2,9,3,0,0,0,3,1,1,1,0,0,Exam-Quiz-Quiz-Vid-Exam-Quiz-Quiz-Vid-Vid,Quiz1H-Exam1H-Quiz2H-Vid1H-Vid1H-Vid1H-Exam2H-Quiz1H-Quiz1H
6873,2071,19,Amar,Sociology,2020,259,46,4,42,0.09,8,Low Digitalization,3,1,0,3,1,0,4,3,0,0,0,1,0,0,0,0,0,Vid-Vid-Vid-Quiz,Vid1H-Vid1H-Quiz1H-Vid1H
6874,2079,19,Amar,Sociology,2020,260,16,16,0,0.98,97,High Digitalization,11,3,2,10,2,1,13,9,1,0,0,1,1,0,1,0,0,Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Exam-Vid-Vid,Vid1H-Vid1H-Vid1H-Exam2H-Vid1H-Vid2H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H
6875,2087,19,Amar,Sociology,2020,261,20,12,8,0.62,62,Medium-High Digitalization,4,7,1,3,4,1,8,2,1,0,0,1,3,1,0,0,0,Exam-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid,Vid2H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz2H-Exam1H-Quiz1H
6876,2095,19,Amar,Sociology,2020,262,35,32,3,0.91,90,High Digitalization,21,7,4,21,4,3,28,21,0,0,0,1,3,2,1,0,0,Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Exam-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Exam-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Exam-Vid,Vid1H-Vid1H-Vid1H-Vid1H-Exam2H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Exam1H-Vid1H
6877,2103,19,Amar,Sociology,2020,263,6,6,0,0.94,94,High Digitalization,4,2,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,Vid-Quiz,Vid4H-Quiz2H
6878,2111,19,Amar,Sociology,2020,264,8,5,3,0.68,68,Medium-High Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0,Vid-Quiz-Exam-Quiz-Quiz,Exam1H-Quiz1H-Vid1H-Quiz1H-Quiz1H
6879,2119,19,Amar,Sociology,2020,265,29,7,22,0.26,25,Medium-Low Digitalization,3,3,1,2,3,1,6,1,1,0,0,3,0,1,0,0,0,Vid-Quiz-Quiz-Vid-Exam-Quiz,Quiz1H-Vid1H-Exam1H-Quiz1H-Vid2H-Quiz1H
6880,2127,20,Fontenette,Sociology,2020,266,16,0,16,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6881,2135,20,Fontenette,Sociology,2020,267,39,38,1,0.98,97,High Digitalization,25,9,4,19,6,3,28,15,3,0,1,3,3,2,1,0,0,Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Exam-Vid-Vid-Exam,Exam2H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Exam1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid4H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Vid2H
6882,2143,20,Fontenette,Sociology,2020,268,35,29,6,0.82,81,High Digitalization,16,11,2,5,8,2,15,0,2,0,3,5,3,2,0,0,0,Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Exam-Vid-Quiz-Vid-Vid-Quiz-Quiz-Exam,Vid2H-Quiz1H-Quiz1H-Vid2H-Vid4H-Exam1H-Vid4H-Quiz2H-Quiz1H-Vid4H-Quiz1H-Quiz2H-Quiz1H-Exam1H-Quiz2H
6883,2151,20,Fontenette,Sociology,2020,269,60,58,2,0.97,97,High Digitalization,30,26,2,28,23,2,53,27,0,1,0,20,3,2,0,0,0,Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Exam-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz,Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Exam1H-Quiz2H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H
6884,2159,20,Fontenette,Sociology,2020,270,11,3,8,0.27,27,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,Vid-Vid-Quiz,Vid1H-Vid1H-Quiz1H
6885,2167,20,Fontenette,Sociology,2020,271,24,21,3,0.86,85,High Digitalization,5,12,4,4,8,4,16,3,1,0,0,4,4,4,0,0,0,Exam-Vid-Quiz-Quiz-Exam-Quiz-Exam-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Exam-Quiz,Vid1H-Exam1H-Quiz2H-Quiz2H-Quiz2H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Exam1H-Vid1H-Exam1H-Exam1H-Quiz1H
6886,2175,20,Fontenette,Sociology,2020,272,10,10,0,1.0,100,High Digitalization,3,4,3,3,4,3,10,3,0,0,0,4,0,3,0,0,0,Exam-Vid-Exam-Quiz-Vid-Vid-Quiz-Quiz-Exam-Quiz,Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Exam1H-Quiz1H-Exam1H-Quiz1H-Quiz1H
6887,2183,20,Fontenette,Sociology,2020,273,24,1,23,0.03,3,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
6888,2191,20,Fontenette,Sociology,2020,274,42,8,34,0.19,18,Low Digitalization,2,4,2,1,4,2,7,0,1,0,0,4,0,2,0,0,0,Exam-Quiz-Quiz-Quiz-Exam-Quiz-Vid,Exam1H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Quiz1H-Vid2H
6889,2199,20,Fontenette,Sociology,2020,275,47,31,16,0.66,66,Medium-High Digitalization,12,18,1,8,18,1,27,5,2,1,0,18,0,1,0,0,0,Exam-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz,Quiz1H-Vid1H-Exam1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Vid1H-Quiz1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H
6890,2207,20,Fontenette,Sociology,2020,276,17,0,17,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6891,2215,20,Fontenette,Sociology,2020,277,24,23,1,0.97,96,High Digitalization,9,14,0,8,11,0,19,7,1,0,0,8,3,0,0,0,0,Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid,Vid1H-Vid1H-Quiz1H-Quiz2H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Vid2H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H
6892,2223,20,Fontenette,Sociology,2020,278,15,6,9,0.43,43,Medium-Low Digitalization,3,2,1,2,1,1,4,1,1,0,0,0,1,1,0,0,0,Vid-Vid-Quiz-Exam,Vid1H-Quiz2H-Exam1H-Vid2H
6893,2231,20,Fontenette,Sociology,2020,279,35,34,1,0.97,96,High Digitalization,21,11,2,16,8,2,26,12,3,1,0,5,3,2,0,0,0,Quiz-Vid-Vid-Vid-Quiz-Vid-Exam-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Exam-Vid-Quiz-Vid-Vid-Vid-Vid,Exam1H-Quiz1H-Vid2H-Exam1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid3H-Vid1H-Vid1H-Vid2H-Quiz2H-Quiz1H-Vid1H-Quiz2H-Quiz1H-Vid1H-Vid1H-Vid2H
6894,2239,21,Ravenel,Sociology,2020,280,18,0,18,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6895,2247,21,Ravenel,Sociology,2020,281,27,5,22,0.2,19,Low Digitalization,3,2,0,2,1,0,3,1,1,0,0,0,1,0,0,0,0,Vid-Vid-Quiz,Vid1H-Vid2H-Quiz2H
6896,2255,21,Ravenel,Sociology,2020,282,36,36,0,1.0,99,High Digitalization,17,18,1,7,17,1,25,3,0,2,2,16,1,1,0,0,0,Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz2H-Exam1H
6897,2263,21,Ravenel,Sociology,2020,283,13,5,8,0.42,41,Medium-Low Digitalization,2,2,1,1,1,1,3,0,1,0,0,0,1,1,0,0,0,Vid-Exam-Quiz,Quiz2H-Exam1H-Vid2H
6898,2271,21,Ravenel,Sociology,2020,284,11,10,1,0.88,87,High Digitalization,6,4,0,5,3,0,8,4,1,0,0,2,1,0,0,0,0,Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz,Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid2H-Quiz1H-Quiz1H
6899,2279,21,Ravenel,Sociology,2020,285,39,32,7,0.82,82,High Digitalization,21,9,2,6,6,1,13,1,0,0,5,3,3,0,1,0,0,Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Exam-Vid-Vid-Quiz,Quiz1H-Vid4H-Quiz1H-Vid1H-Quiz2H-Vid4H-Quiz1H-Vid4H-Quiz2H-Vid4H-Exam2H-Vid4H-Quiz2H
6900,2287,21,Ravenel,Sociology,2020,286,15,15,0,0.99,98,High Digitalization,9,4,2,5,4,2,11,1,4,0,0,4,0,2,0,0,0,Exam-Quiz-Quiz-Quiz-Exam-Vid-Vid-Vid-Vid-Quiz-Vid,Quiz1H-Quiz1H-Exam1H-Vid2H-Quiz1H-Quiz1H-Vid2H-Vid1H-Vid2H-Vid2H-Exam1H
6901,2295,21,Ravenel,Sociology,2020,287,32,31,1,0.97,96,High Digitalization,10,17,4,5,15,2,22,1,3,1,0,13,2,1,0,1,0,Vid-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz2H-Vid2H-Exam1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Exam3H-Vid1H-Quiz1H-Vid2H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
6902,2303,22,Graves,Sociology,2020,288,15,15,0,1.0,99,High Digitalization,8,6,1,8,5,1,14,8,0,0,0,4,1,1,0,0,0,Quiz-Vid-Vid-Vid-Exam-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H
6903,2311,22,Graves,Sociology,2020,289,7,2,5,0.33,33,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid1H
6904,2319,22,Graves,Sociology,2020,290,9,2,7,0.23,22,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
6905,2327,22,Graves,Sociology,2020,291,39,7,32,0.17,17,Low Digitalization,2,4,1,1,4,1,6,0,1,0,0,4,0,1,0,0,0,Vid-Quiz-Quiz-Exam-Quiz-Quiz,Quiz1H-Quiz1H-Vid2H-Exam1H-Quiz1H-Quiz1H
6906,2335,22,Graves,Sociology,2020,292,14,5,9,0.33,32,Medium-Low Digitalization,2,2,1,2,1,1,4,2,0,0,0,0,1,1,0,0,0,Vid-Exam-Vid-Quiz,Vid1H-Quiz2H-Vid1H-Exam1H
6907,2343,22,Graves,Sociology,2020,293,11,2,9,0.17,17,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid1H
6908,2351,22,Graves,Sociology,2020,294,39,37,2,0.94,93,High Digitalization,25,11,1,25,9,1,35,25,0,0,0,7,2,1,0,0,0,Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Exam-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz,Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H
6909,2359,22,Graves,Sociology,2020,295,25,24,0,0.98,98,High Digitalization,11,9,4,9,8,4,21,8,0,1,0,7,1,4,0,0,0,Exam-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Exam-Vid-Vid-Exam-Exam-Quiz-Vid-Quiz-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Vid3H-Vid1H-Quiz2H-Vid1H-Exam1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Exam1H-Exam1H-Vid1H-Exam1H-Quiz1H-Vid1H-Quiz1H
6910,2367,22,Graves,Sociology,2020,296,35,25,10,0.73,72,Medium-High Digitalization,14,11,0,5,9,0,14,1,1,1,2,7,2,0,0,0,0,Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid,Quiz1H-Vid4H-Quiz1H-Quiz1H-Quiz2H-Quiz2H-Vid2H-Quiz1H-Vid4H-Quiz1H-Vid1H-Vid3H-Quiz1H-Quiz1H
